epoch,error,weights
1,3,"[0.08398369911067649, 0.008071596758010863, 0.20399040703833526, -0.01717030234346542, 0.28670747843709643]"
2,3,"[0.06809713441619086, -0.05070869261158596, 0.1531534000159812, 0.033666704678888604, 0.3200692642955163]"
3,3,"[0.053938218728508104, -0.10451257222478043, 0.100765411971555, 0.07614345174193687, 0.34413942096457695]"
4,3,"[0.04131907183890424, -0.15498915978319588, 0.06416988599170378, 0.08497685456465957, 0.3554966531652204]"
