epoch,error,weights
20,4,"[-20.419863016027467, 5.095480901745245, -16.526937049559006, 15.989442702311411, -16.99012512133997]"
21,4,"[-20.419863016027467, 4.6154809017452445, -16.586937049559005, 16.22944270231141, -16.690125121339975]"
22,4,"[-20.419863016027467, 4.255480901745244, -16.506937049559006, 16.58944270231141, -16.330125121339975]"
23,4,"[-20.419863016027467, 3.8954809017452434, -16.426937049559008, 16.94944270231141, -15.970125121339976]"
24,4,"[-20.419863016027467, 3.535480901745243, -16.34693704955901, 17.309442702311404, -15.610125121339976]"
25,4,"[-20.419863016027467, 3.175480901745243, -16.26693704955901, 17.6694427023114, -15.250125121339977]"
26,4,"[-20.419863016027467, 2.8154809017452425, -16.186937049559013, 18.029442702311396, -14.890125121339976]"
27,4,"[-20.419863016027467, 2.455480901745242, -16.106937049559015, 18.389442702311392, -14.530125121339974]"
28,4,"[-20.419863016027467, 2.095480901745242, -16.026937049559017, 18.749442702311388, -14.170125121339973]"
29,4,"[-20.419863016027467, 1.7354809017452415, -15.946937049559018, 19.109442702311384, -13.810125121339972]"
30,4,"[-20.419863016027467, 1.6954809017452412, -15.72693704955902, 19.58944270231138, -13.39012512133997]"
31,4,"[-20.419863016027467, 1.475480901745241, -15.68693704955902, 19.889442702311378, -13.07012512133997]"
32,4,"[-20.419863016027467, 1.2554809017452409, -15.646937049559021, 20.189442702311375, -12.75012512133997]"
33,4,"[-20.419863016027467, 1.0354809017452407, -15.606937049559022, 20.489442702311372, -12.43012512133997]"
34,4,"[-20.419863016027467, 0.8954809017452405, -15.586937049559022, 20.78944270231137, -12.05012512133997]"
35,4,"[-20.419863016027467, 0.7554809017452404, -15.566937049559023, 21.089442702311366, -11.670125121339971]"
36,3,"[-20.619863016027466, -0.7645190982547596, -16.166937049559024, 20.369442702311364, -11.750125121339972]"
37,4,"[-20.619863016027466, -1.0045190982547603, -16.106937049559026, 20.66944270231136, -11.45012512133997]"
38,4,"[-20.619863016027466, -1.4245190982547604, -16.086937049559026, 20.849442702311357, -11.190125121339971]"
39,4,"[-20.619863016027466, -1.6045190982547608, -16.066937049559026, 21.109442702311355, -10.91012512133997]"
40,5,"[-20.419863016027467, -0.6445190982547608, -15.426937049559026, 22.30944270231135, -10.190125121339971]"
41,5,"[-20.619863016027466, -2.204519098254761, -16.026937049559027, 21.58944270231135, -10.21012512133997]"
42,5,"[-20.419863016027467, -1.224519098254761, -15.366937049559027, 22.749442702311345, -9.510125121339971]"
43,6,"[-20.419863016027467, -1.5845190982547612, -15.386937049559027, 22.92944270231134, -9.110125121339973]"
44,3,"[-20.619863016027466, -3.1045190982547615, -15.986937049559028, 22.20944270231134, -9.190125121339973]"
45,5,"[-20.419863016027467, -2.0645190982547614, -15.366937049559027, 23.329442702311336, -8.510125121339975]"
46,3,"[-20.619863016027466, -3.584519098254762, -15.966937049559029, 22.609442702311334, -8.590125121339975]"
47,5,"[-20.419863016027467, -2.544519098254762, -15.346937049559028, 23.72944270231133, -7.910125121339976]"
48,6,"[-20.419863016027467, -2.904519098254762, -15.366937049559027, 23.909442702311328, -7.510125121339978]"
49,4,"[-20.419863016027467, -3.1445190982547624, -15.466937049559029, 24.029442702311325, -7.250125121339979]"
50,6,"[-20.419863016027467, -3.2645190982547625, -15.426937049559026, 24.289442702311323, -6.810125121339978]"
51,6,"[-20.419863016027467, -3.624519098254763, -15.446937049559025, 24.46944270231132, -6.410125121339979]"
52,4,"[-20.419863016027467, -3.864519098254763, -15.546937049559027, 24.589442702311317, -6.150125121339979]"
53,6,"[-20.419863016027467, -3.984519098254763, -15.506937049559024, 24.849442702311315, -5.7101251213399795]"
54,6,"[-20.419863016027467, -4.3445190982547635, -15.526937049559024, 25.02944270231131, -5.31012512133998]"
55,5,"[-20.619863016027466, -5.844519098254763, -16.106937049559022, 24.26944270231131, -5.3301251213399805]"
56,5,"[-20.419863016027467, -4.8045190982547625, -15.486937049559021, 25.389442702311307, -4.650125121339981]"
57,5,"[-20.619863016027466, -5.8445190982547635, -15.846937049559019, 24.949442702311305, -4.510125121339981]"
58,4,"[-20.619863016027466, -5.9245190982547635, -15.666937049559017, 25.209442702311303, -4.21012512133998]"
59,4,"[-20.619863016027466, -6.004519098254764, -15.446937049559018, 25.589442702311302, -3.8901251213399806]"
60,4,"[-20.619863016027466, -6.184519098254765, -15.34693704955902, 25.7894427023113, -3.6901251213399804]"
61,4,"[-20.619863016027466, -6.364519098254765, -15.246937049559023, 25.9894427023113, -3.49012512133998]"
62,4,"[-20.619863016027466, -6.5445190982547645, -15.146937049559025, 26.1894427023113, -3.29012512133998]"
63,4,"[-20.619863016027466, -6.724519098254764, -15.046937049559027, 26.3894427023113, -3.09012512133998]"
64,4,"[-20.619863016027466, -6.904519098254764, -14.946937049559029, 26.5894427023113, -2.8901251213399797]"
65,4,"[-20.619863016027466, -7.004519098254764, -14.86693704955903, 26.789442702311298, -2.6301251213399794]"
66,5,"[-20.819863016027465, -8.044519098254764, -15.226937049559028, 26.349442702311297, -2.4901251213399798]"
67,4,"[-20.819863016027465, -8.124519098254764, -15.046937049559027, 26.609442702311295, -2.1901251213399795]"
68,4,"[-20.819863016027465, -8.204519098254764, -14.866937049559027, 26.869442702311293, -1.8901251213399797]"
69,4,"[-20.819863016027465, -8.384519098254763, -14.806937049559028, 26.94944270231129, -1.71012512133998]"
70,4,"[-20.819863016027465, -8.564519098254763, -14.74693704955903, 27.02944270231129, -1.5301251213399802]"
71,4,"[-20.819863016027465, -8.744519098254763, -14.686937049559031, 27.109442702311288, -1.3501251213399805]"
72,4,"[-20.819863016027465, -8.924519098254763, -14.626937049559032, 27.189442702311286, -1.1701251213399808]"
73,4,"[-20.819863016027465, -9.104519098254762, -14.566937049559034, 27.269442702311284, -0.990125121339981]"
74,4,"[-20.819863016027465, -9.284519098254762, -14.506937049559035, 27.349442702311283, -0.8101251213399808]"
75,4,"[-20.819863016027465, -9.464519098254762, -14.446937049559036, 27.42944270231128, -0.6301251213399807]"
76,4,"[-20.819863016027465, -9.644519098254762, -14.386937049559037, 27.50944270231128, -0.45012512133998084]"
77,4,"[-20.819863016027465, -9.824519098254761, -14.326937049559039, 27.589442702311278, -0.2701251213399809]"
78,4,"[-20.819863016027465, -10.004519098254761, -14.26693704955904, 27.669442702311276, -0.09012512133998096]"
79,4,"[-20.819863016027465, -10.18451909825476, -14.206937049559041, 27.749442702311274, 0.08987487866001898]"
80,4,"[-20.819863016027465, -10.304519098254762, -14.186937049559042, 27.789442702311273, 0.2498748786600189]"
81,4,"[-20.819863016027465, -10.424519098254763, -14.166937049559042, 27.829442702311272, 0.4098748786600188]"
82,4,"[-20.819863016027465, -10.544519098254764, -14.146937049559043, 27.86944270231127, 0.5698748786600187]"
83,4,"[-20.819863016027465, -10.444519098254762, -13.926937049559044, 28.12944270231127, 0.7898748786600187]"
84,4,"[-20.819863016027465, -10.624519098254762, -13.866937049559045, 28.209442702311268, 0.9698748786600186]"
85,4,"[-20.819863016027465, -10.804519098254762, -13.806937049559046, 28.289442702311266, 1.1498748786600186]"
86,4,"[-20.819863016027465, -10.984519098254761, -13.746937049559047, 28.369442702311265, 1.3298748786600185]"
87,4,"[-20.819863016027465, -11.164519098254761, -13.686937049559049, 28.449442702311263, 1.5098748786600185]"
88,4,"[-20.819863016027465, -11.34451909825476, -13.62693704955905, 28.52944270231126, 1.6898748786600182]"
89,4,"[-20.819863016027465, -11.52451909825476, -13.566937049559051, 28.60944270231126, 1.869874878660018]"
90,4,"[-20.819863016027465, -11.644519098254762, -13.546937049559052, 28.64944270231126, 2.0298748786600176]"
91,4,"[-20.819863016027465, -11.764519098254762, -13.526937049559052, 28.689442702311258, 2.1898748786600173]"
92,4,"[-20.819863016027465, -11.664519098254761, -13.306937049559053, 28.949442702311256, 2.409874878660017]"
93,4,"[-20.819863016027465, -11.84451909825476, -13.246937049559055, 29.029442702311254, 2.589874878660017]"
94,4,"[-20.819863016027465, -12.02451909825476, -13.186937049559056, 29.109442702311252, 2.769874878660017]"
95,4,"[-20.819863016027465, -12.20451909825476, -13.126937049559057, 29.18944270231125, 2.9498748786600166]"
96,4,"[-20.819863016027465, -12.38451909825476, -13.066937049559058, 29.26944270231125, 3.1298748786600163]"
97,4,"[-20.819863016027465, -12.56451909825476, -13.00693704955906, 29.349442702311247, 3.309874878660016]"
98,4,"[-20.819863016027465, -12.74451909825476, -12.946937049559061, 29.429442702311245, 3.4898748786600158]"
99,4,"[-20.819863016027465, -12.924519098254759, -12.886937049559062, 29.509442702311244, 3.6698748786600155]"
100,4,"[-20.819863016027465, -13.04451909825476, -12.866937049559063, 29.549442702311243, 3.8298748786600147]"
101,4,"[-20.819863016027465, -12.944519098254759, -12.646937049559064, 29.80944270231124, 4.049874878660015]"
102,4,"[-20.819863016027465, -13.124519098254758, -12.586937049559065, 29.88944270231124, 4.2298748786600155]"
103,4,"[-20.819863016027465, -13.304519098254758, -12.526937049559066, 29.969442702311238, 4.409874878660016]"
104,4,"[-20.819863016027465, -13.484519098254758, -12.466937049559068, 30.049442702311236, 4.589874878660017]"
105,4,"[-20.819863016027465, -13.664519098254758, -12.406937049559069, 30.129442702311234, 4.769874878660017]"
106,4,"[-20.819863016027465, -13.844519098254757, -12.34693704955907, 30.209442702311232, 4.949874878660018]"
107,4,"[-20.819863016027465, -14.024519098254757, -12.286937049559072, 30.28944270231123, 5.129874878660019]"
108,4,"[-20.819863016027465, -14.204519098254757, -12.226937049559073, 30.36944270231123, 5.309874878660019]"
109,4,"[-20.819863016027465, -14.384519098254756, -12.166937049559074, 30.449442702311227, 5.48987487866002]"
110,4,"[-20.819863016027465, -13.924519098254756, -11.786937049559075, 30.909442702311225, 5.88987487866002]"
111,5,"[-21.019863016027465, -15.184519098254757, -12.226937049559076, 30.129442702311227, 5.7498748786600204]"
112,4,"[-21.019863016027465, -15.064519098254756, -12.146937049559078, 30.249442702311228, 5.949874878660021]"
113,4,"[-21.019863016027465, -14.944519098254755, -12.06693704955908, 30.36944270231123, 6.149874878660021]"
114,4,"[-21.019863016027465, -14.824519098254754, -11.986937049559081, 30.48944270231123, 6.349874878660021]"
115,4,"[-21.019863016027465, -14.384519098254753, -11.726937049559083, 30.909442702311228, 6.669874878660021]"
116,3,"[-21.219863016027464, -15.644519098254754, -12.346937049559084, 29.989442702311226, 6.4098748786600215]"
117,4,"[-21.219863016027464, -15.564519098254753, -12.346937049559084, 30.049442702311225, 6.509874878660021]"
118,4,"[-21.219863016027464, -15.54451909825475, -12.146937049559085, 30.169442702311226, 6.669874878660021]"
119,4,"[-21.219863016027464, -15.424519098254748, -12.066937049559087, 30.289442702311227, 6.8698748786600214]"
120,4,"[-21.219863016027464, -15.304519098254747, -11.986937049559089, 30.409442702311228, 7.069874878660022]"
121,4,"[-21.219863016027464, -15.184519098254746, -11.90693704955909, 30.52944270231123, 7.269874878660022]"
122,4,"[-21.219863016027464, -14.92451909825475, -11.80693704955909, 30.78944270231123, 7.489874878660022]"
123,4,"[-21.219863016027464, -14.764519098254754, -11.706937049559091, 31.02944270231123, 7.769874878660023]"
124,3,"[-21.419863016027463, -16.024519098254753, -12.326937049559092, 30.109442702311227, 7.509874878660023]"
125,4,"[-21.419863016027463, -15.944519098254752, -12.326937049559092, 30.169442702311226, 7.6098748786600225]"
126,4,"[-21.419863016027463, -15.86451909825475, -12.326937049559092, 30.229442702311225, 7.709874878660022]"
127,4,"[-21.419863016027463, -15.72451909825475, -12.286937049559093, 30.349442702311226, 7.869874878660022]"
128,4,"[-21.419863016027463, -15.604519098254748, -12.206937049559095, 30.469442702311227, 8.069874878660022]"
129,4,"[-21.419863016027463, -15.484519098254747, -12.126937049559096, 30.589442702311228, 8.269874878660021]"
130,4,"[-21.419863016027463, -15.364519098254746, -12.046937049559098, 30.70944270231123, 8.469874878660022]"
131,3,"[-21.619863016027463, -16.284519098254748, -12.286937049559098, 30.149442702311227, 8.409874878660023]"
132,4,"[-21.619863016027463, -16.204519098254746, -12.2869370495591, 30.209442702311225, 8.509874878660025]"
133,4,"[-21.619863016027463, -16.124519098254744, -12.2869370495591, 30.269442702311224, 8.609874878660026]"
134,4,"[-21.619863016027463, -15.984519098254744, -12.2469370495591, 30.389442702311225, 8.769874878660026]"
135,4,"[-21.619863016027463, -15.864519098254743, -12.166937049559102, 30.509442702311226, 8.969874878660027]"
136,4,"[-21.619863016027463, -15.744519098254742, -12.086937049559104, 30.629442702311227, 9.169874878660028]"
137,4,"[-21.619863016027463, -15.424519098254743, -12.026937049559105, 30.84944270231123, 9.369874878660028]"
138,3,"[-21.819863016027462, -16.40451909825474, -12.486937049559106, 30.109442702311227, 9.149874878660029]"
139,2,"[-21.819863016027462, -16.28451909825474, -12.486937049559106, 30.169442702311226, 9.18987487866003]"
140,4,"[-21.819863016027462, -16.20451909825474, -12.486937049559106, 30.229442702311225, 9.289874878660031]"
141,4,"[-21.819863016027462, -16.184519098254736, -12.286937049559107, 30.349442702311226, 9.449874878660031]"
142,4,"[-21.819863016027462, -16.064519098254735, -12.206937049559109, 30.469442702311227, 9.649874878660032]"
143,4,"[-21.819863016027462, -15.944519098254734, -12.12693704955911, 30.589442702311228, 9.849874878660033]"
144,4,"[-21.819863016027462, -15.824519098254733, -12.046937049559112, 30.70944270231123, 10.049874878660034]"
145,4,"[-21.819863016027462, -15.424519098254736, -11.886937049559112, 31.02944270231123, 10.369874878660035]"
146,3,"[-22.01986301602746, -16.684519098254736, -12.506937049559113, 30.109442702311227, 10.109874878660035]"
147,2,"[-22.01986301602746, -16.564519098254735, -12.506937049559113, 30.169442702311226, 10.149874878660036]"
148,4,"[-22.01986301602746, -16.484519098254733, -12.506937049559113, 30.229442702311225, 10.249874878660037]"
149,4,"[-22.01986301602746, -16.40451909825473, -12.506937049559113, 30.289442702311224, 10.349874878660039]"
150,4,"[-22.01986301602746, -16.26451909825473, -12.466937049559114, 30.409442702311225, 10.509874878660039]"
151,4,"[-22.01986301602746, -16.14451909825473, -12.386937049559116, 30.529442702311226, 10.70987487866004]"
152,4,"[-22.01986301602746, -16.02451909825473, -12.306937049559117, 30.649442702311227, 10.909874878660041]"
153,4,"[-22.01986301602746, -15.70451909825473, -12.246937049559119, 30.86944270231123, 11.10987487866004]"
154,3,"[-22.21986301602746, -16.68451909825473, -12.70693704955912, 30.129442702311227, 10.889874878660041]"
155,2,"[-22.21986301602746, -16.564519098254728, -12.70693704955912, 30.189442702311226, 10.929874878660042]"
156,4,"[-22.21986301602746, -16.484519098254726, -12.70693704955912, 30.249442702311224, 11.029874878660044]"
157,4,"[-22.21986301602746, -16.344519098254725, -12.66693704955912, 30.369442702311225, 11.189874878660044]"
158,4,"[-22.21986301602746, -16.224519098254724, -12.586937049559122, 30.489442702311226, 11.389874878660045]"
159,4,"[-22.21986301602746, -16.104519098254723, -12.506937049559124, 30.609442702311227, 11.589874878660046]"
160,4,"[-22.21986301602746, -15.784519098254721, -12.446937049559125, 30.82944270231123, 11.789874878660045]"
161,3,"[-22.41986301602746, -16.76451909825472, -12.906937049559126, 30.089442702311228, 11.569874878660046]"
162,2,"[-22.41986301602746, -16.64451909825472, -12.906937049559126, 30.149442702311227, 11.609874878660047]"
163,4,"[-22.41986301602746, -16.564519098254717, -12.906937049559126, 30.209442702311225, 11.709874878660049]"
164,4,"[-22.41986301602746, -16.484519098254715, -12.906937049559126, 30.269442702311224, 11.80987487866005]"
165,4,"[-22.41986301602746, -16.344519098254715, -12.866937049559127, 30.389442702311225, 11.96987487866005]"
166,4,"[-22.41986301602746, -16.224519098254714, -12.786937049559128, 30.509442702311226, 12.169874878660051]"
167,4,"[-22.41986301602746, -16.104519098254713, -12.70693704955913, 30.629442702311227, 12.369874878660053]"
168,4,"[-22.41986301602746, -15.644519098254714, -12.586937049559133, 30.909442702311228, 12.669874878660053]"
169,3,"[-22.61986301602746, -16.904519098254713, -13.206937049559134, 29.989442702311226, 12.409874878660053]"
170,2,"[-22.61986301602746, -16.784519098254712, -13.206937049559134, 30.049442702311225, 12.449874878660054]"
171,2,"[-22.61986301602746, -16.66451909825471, -13.206937049559134, 30.109442702311224, 12.489874878660055]"
172,4,"[-22.61986301602746, -16.58451909825471, -13.206937049559134, 30.169442702311223, 12.589874878660057]"
173,4,"[-22.61986301602746, -16.56451909825471, -13.006937049559134, 30.289442702311224, 12.749874878660057]"
174,4,"[-22.61986301602746, -16.42451909825471, -12.966937049559135, 30.409442702311225, 12.909874878660057]"
175,4,"[-22.61986301602746, -16.30451909825471, -12.886937049559137, 30.529442702311226, 13.109874878660058]"
176,4,"[-22.61986301602746, -15.98451909825471, -12.826937049559138, 30.749442702311228, 13.309874878660057]"
177,3,"[-22.81986301602746, -16.96451909825471, -13.286937049559139, 30.009442702311226, 13.089874878660058]"
178,2,"[-22.81986301602746, -16.844519098254708, -13.286937049559139, 30.069442702311225, 13.12987487866006]"
179,4,"[-22.81986301602746, -16.764519098254706, -13.286937049559139, 30.129442702311223, 13.22987487866006]"
180,4,"[-22.81986301602746, -16.684519098254704, -13.286937049559139, 30.189442702311222, 13.329874878660062]"
181,4,"[-22.81986301602746, -16.664519098254704, -13.08693704955914, 30.309442702311223, 13.489874878660062]"
182,4,"[-22.81986301602746, -16.524519098254704, -13.04693704955914, 30.429442702311224, 13.649874878660063]"
183,4,"[-22.81986301602746, -16.404519098254703, -12.966937049559142, 30.549442702311225, 13.849874878660064]"
184,4,"[-22.81986301602746, -16.084519098254702, -12.906937049559144, 30.769442702311228, 14.049874878660063]"
185,3,"[-23.019863016027458, -17.064519098254703, -13.366937049559144, 30.029442702311226, 13.829874878660064]"
186,2,"[-23.019863016027458, -16.944519098254702, -13.366937049559144, 30.089442702311224, 13.869874878660065]"
187,4,"[-23.019863016027458, -16.8645190982547, -13.366937049559144, 30.149442702311223, 13.969874878660066]"
188,4,"[-23.019863016027458, -16.784519098254698, -13.366937049559144, 30.20944270231122, 14.069874878660068]"
189,4,"[-23.019863016027458, -16.7645190982547, -13.166937049559145, 30.329442702311223, 14.229874878660068]"
190,4,"[-23.019863016027458, -16.624519098254698, -13.126937049559146, 30.449442702311224, 14.389874878660068]"
191,4,"[-23.019863016027458, -16.504519098254697, -13.046937049559148, 30.569442702311225, 14.58987487866007]"
192,4,"[-23.019863016027458, -16.184519098254697, -12.986937049559149, 30.789442702311227, 14.789874878660068]"
193,3,"[-23.219863016027457, -17.164519098254697, -13.44693704955915, 30.049442702311225, 14.56987487866007]"
194,2,"[-23.219863016027457, -17.044519098254696, -13.44693704955915, 30.109442702311224, 14.60987487866007]"
195,4,"[-23.219863016027457, -16.964519098254694, -13.44693704955915, 30.169442702311223, 14.709874878660072]"
196,4,"[-23.219863016027457, -16.884519098254692, -13.44693704955915, 30.22944270231122, 14.809874878660073]"
197,4,"[-23.219863016027457, -16.744519098254692, -13.40693704955915, 30.349442702311222, 14.969874878660073]"
198,4,"[-23.219863016027457, -16.60451909825469, -13.366937049559152, 30.469442702311223, 15.129874878660074]"
199,4,"[-23.219863016027457, -16.224519098254692, -13.226937049559153, 30.749442702311224, 15.369874878660074]"
200,3,"[-23.419863016027456, -17.204519098254693, -13.686937049559152, 30.009442702311222, 15.149874878660075]"
201,2,"[-23.419863016027456, -17.08451909825469, -13.686937049559152, 30.06944270231122, 15.189874878660076]"
202,4,"[-23.419863016027456, -17.00451909825469, -13.686937049559152, 30.12944270231122, 15.289874878660077]"
203,4,"[-23.419863016027456, -16.924519098254688, -13.686937049559152, 30.18944270231122, 15.389874878660079]"
204,4,"[-23.419863016027456, -16.904519098254685, -13.486937049559153, 30.30944270231122, 15.549874878660079]"
205,4,"[-23.419863016027456, -16.764519098254684, -13.446937049559153, 30.42944270231122, 15.709874878660079]"
206,4,"[-23.419863016027456, -16.384519098254682, -13.306937049559155, 30.70944270231122, 15.94987487866008]"
207,3,"[-23.619863016027455, -17.484519098254683, -13.726937049559155, 29.849442702311222, 15.789874878660079]"
208,2,"[-23.619863016027455, -17.364519098254682, -13.726937049559155, 29.90944270231122, 15.82987487866008]"
209,2,"[-23.619863016027455, -17.24451909825468, -13.726937049559155, 29.96944270231122, 15.869874878660081]"
210,2,"[-23.619863016027455, -17.12451909825468, -13.726937049559155, 30.02944270231122, 15.909874878660082]"
211,4,"[-23.619863016027455, -17.04451909825468, -13.726937049559155, 30.089442702311217, 16.00987487866008]"
212,4,"[-23.619863016027455, -16.964519098254677, -13.726937049559155, 30.149442702311216, 16.109874878660083]"
213,4,"[-23.619863016027455, -16.824519098254676, -13.686937049559155, 30.269442702311217, 16.269874878660083]"
214,4,"[-23.619863016027455, -16.684519098254675, -13.646937049559156, 30.389442702311218, 16.42987487866008]"
215,4,"[-23.619863016027455, -16.364519098254675, -13.586937049559157, 30.60944270231122, 16.62987487866008]"
216,3,"[-23.819863016027455, -17.464519098254677, -14.006937049559157, 29.74944270231122, 16.469874878660075]"
217,2,"[-23.819863016027455, -17.344519098254676, -14.006937049559157, 29.80944270231122, 16.509874878660074]"
218,2,"[-23.819863016027455, -17.224519098254675, -14.006937049559157, 29.86944270231122, 16.549874878660074]"
219,2,"[-23.819863016027455, -17.104519098254674, -14.006937049559157, 29.929442702311217, 16.589874878660073]"
220,4,"[-23.819863016027455, -17.02451909825467, -14.00693704955916, 29.989442702311216, 16.68987487866007]"
221,4,"[-23.819863016027455, -16.94451909825467, -14.00693704955916, 30.049442702311215, 16.78987487866007]"
222,4,"[-23.819863016027455, -16.924519098254667, -13.80693704955916, 30.169442702311215, 16.949874878660065]"
223,4,"[-23.819863016027455, -16.784519098254666, -13.76693704955916, 30.289442702311216, 17.10987487866006]"
224,4,"[-23.819863016027455, -16.404519098254664, -13.626937049559162, 30.569442702311218, 17.34987487866006]"
225,3,"[-24.019863016027454, -17.424519098254663, -14.186937049559162, 29.729442702311218, 17.129874878660058]"
226,2,"[-24.019863016027454, -17.304519098254662, -14.186937049559162, 29.789442702311216, 17.169874878660057]"
227,2,"[-24.019863016027454, -17.18451909825466, -14.186937049559162, 29.849442702311215, 17.209874878660056]"
228,2,"[-24.019863016027454, -17.06451909825466, -14.186937049559162, 29.909442702311214, 17.249874878660055]"
229,4,"[-24.019863016027454, -16.98451909825466, -14.186937049559162, 29.969442702311213, 17.349874878660053]"
230,4,"[-24.019863016027454, -16.96451909825466, -13.986937049559163, 30.089442702311214, 17.50987487866005]"
231,4,"[-24.019863016027454, -16.824519098254658, -13.946937049559164, 30.209442702311215, 17.669874878660046]"
232,4,"[-24.019863016027454, -16.42451909825466, -13.846937049559164, 30.489442702311216, 17.869874878660045]"
233,3,"[-24.219863016027453, -17.52451909825466, -14.266937049559164, 29.629442702311216, 17.70987487866004]"
234,2,"[-24.219863016027453, -17.40451909825466, -14.266937049559164, 29.689442702311215, 17.74987487866004]"
235,2,"[-24.219863016027453, -17.28451909825466, -14.266937049559164, 29.749442702311214, 17.78987487866004]"
236,2,"[-24.219863016027453, -17.164519098254658, -14.266937049559164, 29.809442702311213, 17.82987487866004]"
237,4,"[-24.219863016027453, -17.084519098254656, -14.266937049559164, 29.86944270231121, 17.929874878660037]"
238,4,"[-24.219863016027453, -17.004519098254654, -14.266937049559164, 29.92944270231121, 18.029874878660035]"
239,4,"[-24.219863016027453, -16.984519098254655, -14.066937049559165, 30.04944270231121, 18.18987487866003]"
240,4,"[-24.219863016027453, -16.844519098254654, -14.026937049559166, 30.169442702311212, 18.349874878660028]"
241,4,"[-24.219863016027453, -16.52451909825465, -13.966937049559167, 30.389442702311214, 18.549874878660027]"
242,3,"[-24.419863016027453, -17.56451909825465, -14.426937049559168, 29.489442702311216, 18.369874878660024]"
243,2,"[-24.419863016027453, -17.44451909825465, -14.426937049559168, 29.549442702311215, 18.409874878660023]"
244,2,"[-24.419863016027453, -17.324519098254648, -14.426937049559168, 29.609442702311213, 18.449874878660022]"
245,2,"[-24.419863016027453, -17.204519098254647, -14.426937049559168, 29.669442702311212, 18.48987487866002]"
246,2,"[-24.419863016027453, -17.084519098254646, -14.426937049559168, 29.72944270231121, 18.52987487866002]"
247,4,"[-24.419863016027453, -17.004519098254644, -14.426937049559168, 29.78944270231121, 18.62987487866002]"
248,4,"[-24.419863016027453, -16.98451909825464, -14.226937049559169, 29.90944270231121, 18.789874878660015]"
249,4,"[-24.419863016027453, -16.84451909825464, -14.18693704955917, 30.02944270231121, 18.94987487866001]"
250,4,"[-24.419863016027453, -16.44451909825464, -14.08693704955917, 30.309442702311213, 19.14987487866001]"
251,3,"[-24.619863016027452, -17.544519098254643, -14.50693704955917, 29.449442702311213, 18.989874878660007]"
252,2,"[-24.619863016027452, -17.424519098254642, -14.50693704955917, 29.509442702311212, 19.029874878660006]"
253,2,"[-24.619863016027452, -17.30451909825464, -14.50693704955917, 29.56944270231121, 19.069874878660006]"
254,2,"[-24.619863016027452, -17.18451909825464, -14.50693704955917, 29.62944270231121, 19.109874878660005]"
255,4,"[-24.619863016027452, -17.104519098254638, -14.50693704955917, 29.689442702311208, 19.209874878660003]"
256,4,"[-24.619863016027452, -17.024519098254636, -14.50693704955917, 29.749442702311207, 19.30987487866]"
257,4,"[-24.619863016027452, -17.004519098254637, -14.30693704955917, 29.869442702311208, 19.469874878659997]"
258,4,"[-24.619863016027452, -16.864519098254636, -14.266937049559171, 29.98944270231121, 19.629874878659994]"
259,4,"[-24.619863016027452, -16.524519098254636, -14.246937049559172, 30.20944270231121, 19.789874878659994]"
260,3,"[-24.81986301602745, -17.564519098254635, -14.706937049559173, 29.309442702311213, 19.60987487865999]"
261,2,"[-24.81986301602745, -17.444519098254634, -14.706937049559173, 29.36944270231121, 19.64987487865999]"
262,2,"[-24.81986301602745, -17.324519098254633, -14.706937049559173, 29.42944270231121, 19.68987487865999]"
