epoch,error,weights
1,1,"[-0.1, -1.2000000000000002, -0.34000000000000014, -0.54, 0.22000000000000003]"
2,3,"[0.10000000000000003, -0.6000000000000002, 0.31999999999999984, -0.9200000000000002, 0.020000000000000073]"
3,2,"[0.10000000000000003, -0.9800000000000003, 0.3799999999999999, -1.58, -0.2199999999999999]"
4,1,"[0.30000000000000004, 0.0399999999999997, 1.08, -1.3, -0.17999999999999988]"
5,0,"[0.30000000000000004, 0.0399999999999997, 1.08, -1.3, -0.17999999999999988]"
