epoch,error,weights
1,5,"[-0.007426278237150707, -0.0758586017561882, 0.44898180097142637, -0.5320867636009325, 0.4124354253507302]"
2,6,"[-0.007426278237150703, -0.026610251203282684, 0.42832926686859507, -0.4447106577812616, 0.43626527239245866]"
3,8,"[-0.03574410961251622, -0.12289087787952543, 0.3249691823485109, -0.4602854650377126, 0.42210635670477586]"
4,6,"[-0.03574410961251622, -0.09260492534447613, 0.31739769421474867, -0.43757100063642573, 0.41327295388205315]"
