epoch,error,weights
60,2,"[-0.3, -7.760000000000007, -2.700000000000003, 10.879999999999985, 9.000000000000002]"
61,4,"[-0.29999999999999993, -7.800000000000007, -2.5800000000000027, 11.139999999999986, 9.300000000000002]"
62,4,"[-0.29999999999999993, -7.680000000000006, -2.6000000000000028, 11.599999999999987, 9.480000000000004]"
63,3,"[-0.49999999999999994, -9.040000000000004, -3.300000000000003, 10.779999999999987, 9.280000000000005]"
64,2,"[-0.49999999999999994, -9.000000000000004, -3.360000000000003, 10.899999999999986, 9.360000000000005]"
65,2,"[-0.49999999999999994, -8.980000000000004, -3.380000000000003, 11.019999999999985, 9.480000000000006]"
66,2,"[-0.49999999999999994, -8.960000000000004, -3.400000000000003, 11.139999999999985, 9.600000000000007]"
67,2,"[-0.49999999999999994, -8.940000000000005, -3.420000000000003, 11.259999999999984, 9.720000000000008]"
68,2,"[-0.49999999999999994, -8.620000000000005, -3.280000000000003, 11.639999999999983, 9.880000000000008]"
69,2,"[-0.49999999999999994, -8.600000000000005, -3.280000000000003, 11.759999999999982, 9.980000000000008]"
70,4,"[-0.49999999999999994, -8.520000000000005, -3.1600000000000024, 12.059999999999981, 10.260000000000007]"
71,4,"[-0.49999999999999994, -8.420000000000005, -3.0800000000000023, 12.459999999999983, 10.480000000000008]"
72,3,"[-0.7, -9.780000000000005, -3.780000000000002, 11.639999999999983, 10.280000000000008]"
73,2,"[-0.7, -9.740000000000004, -3.8400000000000025, 11.759999999999982, 10.360000000000008]"
74,2,"[-0.7, -9.700000000000003, -3.900000000000003, 11.879999999999981, 10.440000000000008]"
75,2,"[-0.7, -9.680000000000003, -3.9200000000000026, 11.99999999999998, 10.56000000000001]"
76,2,"[-0.7, -9.400000000000004, -3.880000000000002, 12.27999999999998, 10.72000000000001]"
77,2,"[-0.7, -9.200000000000003, -3.7000000000000015, 12.499999999999979, 10.86000000000001]"
78,4,"[-0.7, -9.120000000000003, -3.5800000000000014, 12.79999999999998, 11.14000000000001]"
79,4,"[-0.7, -9.160000000000002, -3.780000000000001, 12.93999999999998, 11.22000000000001]"
80,4,"[-0.7, -9.200000000000001, -3.980000000000002, 13.07999999999998, 11.30000000000001]"
81,4,"[-0.7, -9.26, -4.160000000000004, 13.199999999999982, 11.38000000000001]"
82,4,"[-0.7, -9.299999999999999, -4.360000000000005, 13.339999999999982, 11.46000000000001]"
83,4,"[-0.7, -9.299999999999997, -4.460000000000006, 13.519999999999982, 11.58000000000001]"
84,4,"[-0.7, -9.159999999999998, -4.600000000000007, 13.839999999999982, 11.620000000000012]"
85,3,"[-0.8999999999999999, -10.579999999999998, -5.340000000000008, 12.959999999999983, 11.360000000000014]"
86,2,"[-0.8999999999999999, -10.599999999999998, -5.4400000000000075, 13.019999999999982, 11.380000000000015]"
87,2,"[-0.8999999999999999, -10.619999999999997, -5.540000000000007, 13.07999999999998, 11.400000000000016]"
88,2,"[-0.8999999999999999, -10.639999999999997, -5.640000000000007, 13.13999999999998, 11.420000000000018]"
89,3,"[-0.7, -9.219999999999997, -5.140000000000006, 14.359999999999978, 11.76000000000002]"
90,3,"[-0.8999999999999999, -10.639999999999997, -5.880000000000007, 13.479999999999979, 11.500000000000021]"
91,2,"[-0.8999999999999999, -10.659999999999997, -5.980000000000007, 13.539999999999978, 11.520000000000023]"
92,2,"[-0.8999999999999999, -10.679999999999996, -6.080000000000006, 13.599999999999977, 11.540000000000024]"
93,2,"[-0.8999999999999999, -10.699999999999996, -6.180000000000006, 13.659999999999975, 11.560000000000025]"
94,2,"[-0.8999999999999999, -10.719999999999995, -6.280000000000006, 13.719999999999974, 11.580000000000027]"
95,2,"[-0.8999999999999999, -10.739999999999995, -6.380000000000005, 13.779999999999973, 11.600000000000028]"
96,2,"[-0.8999999999999999, -10.759999999999994, -6.480000000000005, 13.839999999999971, 11.62000000000003]"
97,2,"[-0.8999999999999999, -10.779999999999994, -6.5800000000000045, 13.89999999999997, 11.64000000000003]"
98,2,"[-0.8999999999999999, -10.799999999999994, -6.680000000000004, 13.959999999999969, 11.660000000000032]"
99,2,"[-0.8999999999999999, -10.819999999999993, -6.780000000000004, 14.019999999999968, 11.680000000000033]"
100,2,"[-0.8999999999999999, -10.839999999999993, -6.8800000000000034, 14.079999999999966, 11.700000000000035]"
101,2,"[-0.8999999999999999, -10.859999999999992, -6.980000000000003, 14.139999999999965, 11.720000000000036]"
102,2,"[-0.8999999999999999, -10.879999999999992, -7.080000000000003, 14.199999999999964, 11.740000000000038]"
103,2,"[-0.8999999999999999, -10.899999999999991, -7.180000000000002, 14.259999999999962, 11.760000000000039]"
104,2,"[-0.8999999999999999, -10.919999999999991, -7.280000000000002, 14.319999999999961, 11.78000000000004]"
105,2,"[-0.8999999999999999, -10.93999999999999, -7.380000000000002, 14.37999999999996, 11.800000000000042]"
106,2,"[-0.8999999999999999, -10.95999999999999, -7.480000000000001, 14.439999999999959, 11.820000000000043]"
107,2,"[-0.8999999999999999, -10.97999999999999, -7.580000000000001, 14.499999999999957, 11.840000000000044]"
108,3,"[-0.7, -9.41999999999999, -6.920000000000001, 15.839999999999957, 12.260000000000046]"
109,3,"[-0.8999999999999999, -10.519999999999989, -7.5600000000000005, 15.179999999999957, 12.100000000000046]"
110,2,"[-0.8999999999999999, -10.319999999999988, -7.379999999999999, 15.399999999999956, 12.240000000000046]"
111,4,"[-0.8999999999999999, -10.159999999999986, -7.199999999999999, 15.619999999999955, 12.440000000000047]"
112,4,"[-0.8999999999999999, -10.279999999999987, -7.18, 15.659999999999954, 12.600000000000048]"
113,4,"[-0.8999999999999999, -10.399999999999988, -7.16, 15.699999999999953, 12.760000000000048]"
114,4,"[-0.8999999999999999, -10.519999999999989, -7.140000000000001, 15.739999999999952, 12.920000000000048]"
115,4,"[-0.8999999999999999, -10.63999999999999, -7.120000000000001, 15.779999999999951, 13.080000000000048]"
116,4,"[-0.8999999999999999, -10.759999999999991, -7.100000000000001, 15.81999999999995, 13.240000000000048]"
117,4,"[-0.8999999999999999, -10.879999999999992, -7.080000000000002, 15.85999999999995, 13.400000000000048]"
118,4,"[-0.8999999999999999, -10.69999999999999, -7.000000000000002, 16.139999999999947, 13.56000000000005]"
119,4,"[-0.8999999999999999, -10.55999999999999, -7.140000000000002, 16.459999999999948, 13.600000000000051]"
120,3,"[-1.0999999999999999, -11.859999999999989, -7.8800000000000034, 15.619999999999948, 13.320000000000052]"
121,2,"[-1.0999999999999999, -11.879999999999988, -7.980000000000003, 15.679999999999946, 13.340000000000053]"
122,2,"[-1.0999999999999999, -11.899999999999988, -8.080000000000002, 15.739999999999945, 13.360000000000054]"
123,2,"[-1.0999999999999999, -11.919999999999987, -8.180000000000003, 15.799999999999944, 13.380000000000056]"
124,2,"[-1.0999999999999999, -11.939999999999987, -8.280000000000005, 15.859999999999943, 13.400000000000057]"
125,2,"[-1.0999999999999999, -11.959999999999987, -8.380000000000006, 15.919999999999941, 13.420000000000059]"
126,2,"[-1.0999999999999999, -11.979999999999986, -8.480000000000008, 15.97999999999994, 13.44000000000006]"
127,2,"[-1.0999999999999999, -11.999999999999986, -8.580000000000009, 16.03999999999994, 13.460000000000061]"
128,2,"[-1.0999999999999999, -12.019999999999985, -8.68000000000001, 16.099999999999937, 13.480000000000063]"
129,2,"[-1.0999999999999999, -12.039999999999985, -8.780000000000012, 16.159999999999936, 13.500000000000064]"
130,2,"[-1.0999999999999999, -12.059999999999985, -8.880000000000013, 16.219999999999935, 13.520000000000065]"
131,2,"[-1.0999999999999999, -12.079999999999984, -8.980000000000015, 16.279999999999934, 13.540000000000067]"
132,2,"[-1.0999999999999999, -12.099999999999984, -9.080000000000016, 16.339999999999932, 13.560000000000068]"
133,2,"[-1.0999999999999999, -12.119999999999983, -9.180000000000017, 16.39999999999993, 13.58000000000007]"
134,2,"[-1.0999999999999999, -12.139999999999983, -9.280000000000019, 16.45999999999993, 13.60000000000007]"
135,2,"[-1.0999999999999999, -12.159999999999982, -9.38000000000002, 16.51999999999993, 13.620000000000072]"
136,2,"[-1.0999999999999999, -12.179999999999982, -9.480000000000022, 16.579999999999927, 13.640000000000073]"
137,3,"[-0.8999999999999999, -10.619999999999981, -8.820000000000023, 17.919999999999927, 14.060000000000075]"
138,3,"[-1.0999999999999999, -11.719999999999981, -9.460000000000024, 17.259999999999927, 13.900000000000075]"
139,2,"[-1.0999999999999999, -11.559999999999981, -9.380000000000024, 17.379999999999928, 14.040000000000076]"
140,4,"[-1.0999999999999999, -11.39999999999998, -9.200000000000024, 17.599999999999927, 14.240000000000077]"
141,4,"[-1.0999999999999999, -11.299999999999981, -9.100000000000025, 17.759999999999927, 14.400000000000077]"
142,4,"[-1.0999999999999999, -11.41999999999998, -9.080000000000023, 17.799999999999926, 14.560000000000077]"
143,4,"[-1.0999999999999999, -11.539999999999981, -9.060000000000024, 17.839999999999925, 14.720000000000077]"
144,4,"[-1.0999999999999999, -11.659999999999982, -9.040000000000024, 17.879999999999924, 14.880000000000077]"
145,4,"[-1.0999999999999999, -11.779999999999983, -9.020000000000024, 17.919999999999924, 15.040000000000077]"
146,4,"[-1.0999999999999999, -11.899999999999984, -9.000000000000025, 17.959999999999923, 15.200000000000077]"
147,4,"[-1.0999999999999999, -11.439999999999984, -8.800000000000027, 18.499999999999922, 15.36000000000008]"
148,3,"[-1.2999999999999998, -12.419999999999984, -9.440000000000028, 17.879999999999924, 15.180000000000078]"
149,4,"[-1.2999999999999998, -12.299999999999983, -9.360000000000028, 17.999999999999925, 15.380000000000079]"
150,4,"[-1.2999999999999998, -12.139999999999983, -9.180000000000028, 18.219999999999924, 15.58000000000008]"
151,4,"[-1.2999999999999998, -11.819999999999983, -9.14000000000003, 18.639999999999922, 15.660000000000082]"
152,3,"[-1.4999999999999998, -12.859999999999983, -9.820000000000032, 17.959999999999923, 15.420000000000082]"
153,2,"[-1.4999999999999998, -12.679999999999982, -9.780000000000031, 18.079999999999924, 15.520000000000081]"
154,2,"[-1.4999999999999998, -12.519999999999982, -9.700000000000031, 18.199999999999925, 15.660000000000082]"
155,4,"[-1.4999999999999998, -12.359999999999982, -9.520000000000032, 18.419999999999924, 15.860000000000083]"
156,4,"[-1.4999999999999998, -12.199999999999982, -9.340000000000032, 18.639999999999922, 16.060000000000084]"
157,4,"[-1.4999999999999998, -12.319999999999983, -9.320000000000032, 18.67999999999992, 16.220000000000084]"
158,4,"[-1.4999999999999998, -12.439999999999984, -9.300000000000033, 18.71999999999992, 16.380000000000084]"
159,4,"[-1.4999999999999998, -12.559999999999985, -9.280000000000033, 18.75999999999992, 16.54000000000008]"
160,3,"[-1.6999999999999997, -13.419999999999984, -9.780000000000035, 18.179999999999918, 16.34000000000008]"
161,2,"[-1.6999999999999997, -13.119999999999983, -9.780000000000035, 18.45999999999992, 16.460000000000083]"
162,4,"[-1.6999999999999997, -12.999999999999982, -9.700000000000035, 18.57999999999992, 16.66000000000008]"
163,4,"[-1.6999999999999997, -12.839999999999982, -9.520000000000035, 18.79999999999992, 16.860000000000074]"
164,4,"[-1.6999999999999997, -12.719999999999981, -9.520000000000037, 19.019999999999918, 16.98000000000007]"
165,3,"[-1.8999999999999997, -13.57999999999998, -10.020000000000037, 18.439999999999916, 16.780000000000072]"
166,2,"[-1.8999999999999997, -13.27999999999998, -10.020000000000037, 18.719999999999917, 16.900000000000073]"
167,4,"[-1.8999999999999997, -13.159999999999979, -9.940000000000037, 18.839999999999918, 17.10000000000007]"
168,4,"[-1.8999999999999997, -12.999999999999979, -9.760000000000037, 19.059999999999917, 17.300000000000065]"
169,4,"[-1.8999999999999997, -12.679999999999978, -9.72000000000004, 19.479999999999915, 17.380000000000063]"
170,3,"[-2.0999999999999996, -13.819999999999979, -10.38000000000004, 18.719999999999914, 17.140000000000065]"
171,2,"[-2.0999999999999996, -13.579999999999979, -10.42000000000004, 18.939999999999912, 17.200000000000067]"
172,2,"[-2.0999999999999996, -13.399999999999977, -10.38000000000004, 19.059999999999913, 17.300000000000065]"
173,4,"[-2.0999999999999996, -13.279999999999976, -10.30000000000004, 19.179999999999914, 17.50000000000006]"
174,4,"[-2.0999999999999996, -13.119999999999976, -10.12000000000004, 19.399999999999913, 17.700000000000056]"
175,3,"[-2.3, -13.979999999999976, -10.620000000000042, 18.81999999999991, 17.500000000000057]"
176,2,"[-2.3, -13.739999999999975, -10.660000000000043, 19.03999999999991, 17.56000000000006]"
177,2,"[-2.3, -13.559999999999974, -10.620000000000042, 19.15999999999991, 17.660000000000057]"
178,4,"[-2.3, -13.419999999999973, -10.580000000000041, 19.279999999999912, 17.820000000000054]"
179,4,"[-2.3, -13.299999999999972, -10.500000000000043, 19.399999999999913, 18.02000000000005]"
180,4,"[-2.3, -13.139999999999972, -10.320000000000043, 19.619999999999912, 18.220000000000045]"
181,3,"[-2.5, -13.999999999999972, -10.820000000000045, 19.03999999999991, 18.020000000000046]"
182,2,"[-2.5, -13.759999999999971, -10.860000000000046, 19.25999999999991, 18.080000000000048]"
183,2,"[-2.5, -13.57999999999997, -10.820000000000045, 19.37999999999991, 18.180000000000046]"
184,4,"[-2.5, -13.459999999999969, -10.740000000000045, 19.49999999999991, 18.38000000000004]"
185,4,"[-2.5, -13.299999999999969, -10.560000000000045, 19.71999999999991, 18.580000000000037]"
186,3,"[-2.7, -14.159999999999968, -11.060000000000047, 19.139999999999908, 18.380000000000038]"
187,2,"[-2.7, -13.919999999999968, -11.100000000000048, 19.359999999999907, 18.44000000000004]"
188,2,"[-2.7, -13.739999999999966, -11.060000000000047, 19.479999999999908, 18.54000000000004]"
189,4,"[-2.7, -13.599999999999966, -11.020000000000046, 19.59999999999991, 18.700000000000035]"
190,4,"[-2.7, -13.479999999999965, -10.940000000000047, 19.71999999999991, 18.90000000000003]"
191,4,"[-2.7, -13.319999999999965, -10.760000000000048, 19.93999999999991, 19.100000000000026]"
192,3,"[-2.9000000000000004, -14.179999999999964, -11.26000000000005, 19.359999999999907, 18.900000000000027]"
193,2,"[-2.9000000000000004, -13.939999999999964, -11.30000000000005, 19.579999999999906, 18.96000000000003]"
194,2,"[-2.9000000000000004, -13.759999999999962, -11.26000000000005, 19.699999999999907, 19.060000000000027]"
195,4,"[-2.9000000000000004, -13.639999999999961, -11.18000000000005, 19.819999999999908, 19.260000000000023]"
196,4,"[-2.9000000000000004, -13.479999999999961, -11.00000000000005, 20.039999999999907, 19.46000000000002]"
197,3,"[-3.1000000000000005, -14.33999999999996, -11.500000000000052, 19.459999999999905, 19.26000000000002]"
198,2,"[-3.1000000000000005, -14.09999999999996, -11.540000000000052, 19.679999999999904, 19.32000000000002]"
199,2,"[-3.1000000000000005, -13.919999999999959, -11.500000000000052, 19.799999999999905, 19.42000000000002]"
200,4,"[-3.1000000000000005, -13.779999999999959, -11.46000000000005, 19.919999999999906, 19.580000000000016]"
201,4,"[-3.1000000000000005, -13.659999999999958, -11.380000000000052, 20.039999999999907, 19.780000000000012]"
202,4,"[-3.1000000000000005, -13.499999999999957, -11.200000000000053, 20.259999999999906, 19.980000000000008]"
203,3,"[-3.3000000000000007, -14.359999999999957, -11.700000000000054, 19.679999999999904, 19.78000000000001]"
204,2,"[-3.3000000000000007, -14.299999999999956, -11.500000000000053, 19.799999999999905, 19.880000000000006]"
205,2,"[-3.3000000000000007, -14.119999999999955, -11.460000000000052, 19.919999999999906, 19.980000000000004]"
206,4,"[-3.3000000000000007, -13.979999999999954, -11.420000000000051, 20.039999999999907, 20.14]"
207,4,"[-3.3000000000000007, -13.859999999999953, -11.340000000000053, 20.159999999999908, 20.339999999999996]"
208,3,"[-3.500000000000001, -14.739999999999954, -11.740000000000054, 19.519999999999907, 20.179999999999996]"
209,2,"[-3.500000000000001, -14.499999999999954, -11.780000000000054, 19.739999999999906, 20.24]"
210,2,"[-3.500000000000001, -14.219999999999953, -11.840000000000055, 20.039999999999907, 20.24]"
211,4,"[-3.500000000000001, -14.079999999999952, -11.800000000000054, 20.159999999999908, 20.399999999999995]"
212,4,"[-3.500000000000001, -13.959999999999951, -11.720000000000056, 20.27999999999991, 20.59999999999999]"
213,4,"[-3.500000000000001, -13.799999999999951, -11.540000000000056, 20.499999999999908, 20.799999999999986]"
214,3,"[-3.700000000000001, -14.659999999999952, -12.040000000000058, 19.919999999999906, 20.599999999999987]"
215,2,"[-3.700000000000001, -14.419999999999952, -12.080000000000059, 20.139999999999905, 20.65999999999999]"
216,2,"[-3.700000000000001, -14.23999999999995, -12.040000000000058, 20.259999999999906, 20.759999999999987]"
217,4,"[-3.700000000000001, -14.099999999999948, -12.000000000000057, 20.379999999999907, 20.919999999999984]"
218,4,"[-3.700000000000001, -13.979999999999947, -11.920000000000059, 20.499999999999908, 21.11999999999998]"
219,3,"[-3.9000000000000012, -14.859999999999948, -12.320000000000059, 19.859999999999907, 20.95999999999998]"
220,2,"[-3.9000000000000012, -14.61999999999995, -12.36000000000006, 20.079999999999906, 21.019999999999982]"
221,2,"[-3.9000000000000012, -14.559999999999949, -12.160000000000059, 20.199999999999907, 21.11999999999998]"
222,2,"[-3.9000000000000012, -14.379999999999947, -12.120000000000058, 20.319999999999908, 21.219999999999978]"
223,4,"[-3.9000000000000012, -14.239999999999945, -12.080000000000059, 20.43999999999991, 21.379999999999974]"
224,4,"[-3.9000000000000012, -14.119999999999944, -12.00000000000006, 20.55999999999991, 21.57999999999997]"
225,3,"[-4.100000000000001, -14.999999999999945, -12.40000000000006, 19.91999999999991, 21.41999999999997]"
226,2,"[-4.100000000000001, -14.759999999999946, -12.440000000000062, 20.139999999999908, 21.479999999999972]"
227,2,"[-4.100000000000001, -14.639999999999946, -12.440000000000062, 20.199999999999907, 21.51999999999997]"
228,2,"[-4.100000000000001, -14.579999999999945, -12.24000000000006, 20.319999999999908, 21.61999999999997]"
229,2,"[-4.100000000000001, -14.399999999999944, -12.20000000000006, 20.43999999999991, 21.719999999999967]"
230,4,"[-4.100000000000001, -14.259999999999941, -12.16000000000006, 20.55999999999991, 21.879999999999963]"
231,4,"[-4.100000000000001, -14.099999999999941, -11.98000000000006, 20.77999999999991, 22.07999999999996]"
232,3,"[-4.300000000000002, -14.959999999999942, -12.480000000000063, 20.199999999999907, 21.87999999999996]"
233,2,"[-4.300000000000002, -14.679999999999943, -12.540000000000063, 20.499999999999908, 21.87999999999996]"
234,2,"[-4.300000000000002, -14.499999999999941, -12.500000000000062, 20.61999999999991, 21.979999999999958]"
235,4,"[-4.300000000000002, -14.359999999999939, -12.460000000000061, 20.73999999999991, 22.139999999999954]"
236,4,"[-4.300000000000002, -14.239999999999938, -12.380000000000063, 20.85999999999991, 22.33999999999995]"
237,3,"[-4.500000000000002, -15.119999999999939, -12.780000000000063, 20.21999999999991, 22.17999999999995]"
238,2,"[-4.500000000000002, -14.87999999999994, -12.820000000000064, 20.43999999999991, 22.239999999999952]"
239,2,"[-4.500000000000002, -14.81999999999994, -12.620000000000063, 20.55999999999991, 22.33999999999995]"
240,2,"[-4.500000000000002, -14.639999999999938, -12.580000000000062, 20.67999999999991, 22.439999999999948]"
241,4,"[-4.500000000000002, -14.499999999999936, -12.540000000000063, 20.799999999999912, 22.599999999999945]"
242,4,"[-4.500000000000002, -14.379999999999935, -12.460000000000065, 20.919999999999913, 22.79999999999994]"
243,3,"[-4.700000000000002, -15.259999999999936, -12.860000000000065, 20.279999999999912, 22.63999999999994]"
244,2,"[-4.700000000000002, -15.019999999999937, -12.900000000000066, 20.49999999999991, 22.699999999999942]"
245,2,"[-4.700000000000002, -14.959999999999937, -12.700000000000065, 20.619999999999912, 22.79999999999994]"
246,2,"[-4.700000000000002, -14.779999999999937, -12.660000000000064, 20.739999999999913, 22.899999999999938]"
247,4,"[-4.700000000000002, -14.639999999999937, -12.620000000000065, 20.859999999999914, 23.059999999999935]"
248,4,"[-4.700000000000002, -14.519999999999936, -12.540000000000067, 20.979999999999915, 23.25999999999993]"
249,3,"[-4.900000000000002, -15.399999999999936, -12.940000000000067, 20.339999999999915, 23.09999999999993]"
250,2,"[-4.900000000000002, -15.159999999999938, -12.980000000000068, 20.559999999999913, 23.159999999999933]"
251,2,"[-4.900000000000002, -15.039999999999939, -12.980000000000068, 20.619999999999912, 23.199999999999932]"
252,2,"[-4.900000000000002, -14.979999999999936, -12.780000000000067, 20.739999999999913, 23.29999999999993]"
253,4,"[-4.900000000000002, -14.839999999999936, -12.740000000000066, 20.859999999999914, 23.459999999999926]"
254,4,"[-4.900000000000002, -14.699999999999935, -12.700000000000067, 20.979999999999915, 23.619999999999923]"
255,4,"[-4.900000000000002, -14.579999999999934, -12.620000000000068, 21.099999999999916, 23.81999999999992]"
256,3,"[-5.100000000000002, -15.439999999999936, -13.12000000000007, 20.519999999999914, 23.61999999999992]"
257,2,"[-5.100000000000002, -15.199999999999937, -13.160000000000071, 20.739999999999913, 23.67999999999992]"
258,2,"[-5.100000000000002, -15.139999999999937, -12.96000000000007, 20.859999999999914, 23.77999999999992]"
259,2,"[-5.100000000000002, -14.959999999999937, -12.92000000000007, 20.979999999999915, 23.879999999999917]"
260,4,"[-5.100000000000002, -14.819999999999936, -12.88000000000007, 21.099999999999916, 24.039999999999914]"
261,4,"[-5.100000000000002, -14.699999999999935, -12.800000000000072, 21.219999999999917, 24.23999999999991]"
262,3,"[-5.3000000000000025, -15.559999999999937, -13.300000000000074, 20.639999999999915, 24.03999999999991]"
