epoch,error,weights
23,4,"[0.38013698397249546, 1.8354809017450104, -1.5469370495614037, -2.2905572976884603, -2.9501251213420083]"
24,4,"[0.38013698397249546, 2.235480901745011, -1.6269370495614037, -1.9305572976884604, -2.9101251213420083]"
25,5,"[0.18013698397249545, 1.3354809017450107, -2.1469370495614037, -2.5105572976884605, -3.1101251213420085]"
26,3,"[0.38013698397249546, 2.5954809017450113, -1.5669370495614037, -1.8705572976884608, -3.0301251213420084]"
27,3,"[0.18013698397249545, 1.8154809017450113, -2.1669370495614038, -2.2305572976884607, -3.1701251213420085]"
28,2,"[0.18013698397249545, 1.9554809017450114, -2.186937049561404, -2.490557297688461, -3.3901251213420087]"
29,2,"[0.18013698397249545, 2.195480901745012, -2.0869370495614037, -2.570557297688461, -3.490125121342009]"
30,4,"[0.18013698397249545, 2.6354809017450123, -2.0669370495614037, -2.210557297688461, -3.450125121342009]"
31,4,"[0.18013698397249545, 3.015480901745012, -2.1269370495614037, -1.8105572976884612, -3.3901251213420096]"
32,3,"[-0.019863016027504565, 2.235480901745012, -2.726937049561404, -2.170557297688461, -3.5301251213420097]"
33,2,"[-0.019863016027504565, 2.3754809017450125, -2.746937049561404, -2.4305572976884613, -3.75012512134201]"
34,4,"[-0.019863016027504565, 2.895480901745013, -2.5869370495614037, -2.050557297688462, -3.7301251213420104]"
35,5,"[-0.21986301602750458, 2.0754809017450127, -3.0869370495614037, -2.650557297688462, -3.9701251213420106]"
36,4,"[-0.21986301602750458, 2.0354809017450126, -3.0469370495614037, -3.130557297688462, -4.190125121342011]"
37,3,"[-0.019863016027504565, 3.4554809017450134, -2.4269370495614035, -2.4905572976884622, -4.110125121342011]"
38,5,"[-0.21986301602750458, 2.2554809017450133, -3.1469370495614037, -3.290557297688462, -4.390125121342011]"
39,3,"[-0.019863016027504565, 3.675480901745014, -2.5269370495614036, -2.6505572976884624, -4.310125121342011]"
40,5,"[-0.21986301602750458, 2.475480901745014, -3.246937049561404, -3.450557297688462, -4.590125121342012]"
41,3,"[-0.019863016027504565, 3.8954809017450147, -2.6269370495614037, -2.8105572976884625, -4.5101251213420115]"
42,5,"[-0.21986301602750458, 2.6954809017450145, -3.346937049561404, -3.6105572976884623, -4.790125121342012]"
43,3,"[-0.019863016027504565, 4.115480901745015, -2.726937049561404, -2.9705572976884627, -4.710125121342012]"
44,5,"[-0.21986301602750458, 3.6154809017450162, -3.266937049561404, -2.870557297688463, -4.730125121342011]"
45,4,"[-0.21986301602750458, 4.015480901745017, -3.346937049561404, -2.510557297688463, -4.690125121342011]"
46,4,"[-0.21986301602750458, 4.175480901745017, -3.5269370495614036, -2.2705572976884634, -4.670125121342011]"
47,5,"[-0.4198630160275046, 3.0554809017450175, -4.206937049561404, -3.0305572976884636, -4.99012512134201]"
48,3,"[-0.21986301602750458, 4.335480901745019, -3.6669370495614038, -2.390557297688464, -4.95012512134201]"
49,5,"[-0.4198630160275046, 3.1154809017450193, -4.346937049561404, -3.290557297688464, -5.2701251213420095]"
50,3,"[-0.21986301602750458, 4.53548090174502, -3.7269370495614043, -2.650557297688464, -5.190125121342009]"
51,5,"[-0.4198630160275046, 3.5754809017450198, -4.286937049561405, -3.2905572976884643, -5.450125121342009]"
52,4,"[-0.4198630160275046, 3.77548090174502, -4.086937049561405, -3.6105572976884646, -5.6501251213420085]"
53,4,"[-0.4198630160275046, 4.19548090174502, -4.046937049561405, -3.050557297688465, -5.490125121342008]"
54,4,"[-0.4198630160275046, 4.59548090174502, -4.1269370495614055, -2.690557297688465, -5.450125121342008]"
55,5,"[-0.6198630160275046, 3.77548090174502, -4.626937049561406, -3.290557297688465, -5.690125121342008]"
56,4,"[-0.6198630160275046, 3.97548090174502, -4.426937049561406, -3.6105572976884655, -5.890125121342007]"
57,4,"[-0.6198630160275047, 4.59548090174502, -4.146937049561407, -3.050557297688466, -5.750125121342006]"
58,4,"[-0.6198630160275047, 4.995480901745021, -4.226937049561407, -2.690557297688466, -5.710125121342006]"
59,5,"[-0.8198630160275047, 4.4954809017450215, -4.766937049561406, -2.5905572976884663, -5.730125121342006]"
60,4,"[-0.8198630160275047, 4.895480901745022, -4.846937049561406, -2.2305572976884664, -5.690125121342006]"
61,4,"[-0.8198630160275047, 5.055480901745022, -5.026937049561407, -1.9905572976884665, -5.670125121342005]"
62,5,"[-1.0198630160275046, 3.935480901745022, -5.706937049561406, -2.750557297688467, -5.990125121342005]"
63,3,"[-0.8198630160275047, 5.215480901745023, -5.1669370495614055, -2.1105572976884672, -5.950125121342005]"
64,5,"[-1.0198630160275046, 3.935480901745024, -5.886937049561405, -3.0705572976884676, -6.330125121342005]"
65,3,"[-0.8198630160275047, 5.3554809017450244, -5.266937049561404, -2.430557297688468, -6.250125121342005]"
66,5,"[-1.0198630160275046, 4.215480901745025, -5.926937049561404, -3.350557297688468, -6.610125121342004]"
67,3,"[-0.8198630160275047, 5.635480901745026, -5.306937049561403, -2.710557297688468, -6.530125121342004]"
68,5,"[-1.0198630160275046, 5.235480901745025, -5.7269370495614025, -2.4305572976884684, -6.430125121342003]"
69,5,"[-1.2198630160275046, 4.435480901745025, -6.246937049561402, -3.0705572976884685, -6.690125121342003]"
70,3,"[-1.0198630160275046, 5.855480901745026, -5.626937049561402, -2.430557297688469, -6.610125121342003]"
71,5,"[-1.2198630160275046, 5.355480901745026, -6.166937049561401, -2.330557297688469, -6.630125121342003]"
72,5,"[-1.4198630160275045, 4.595480901745026, -6.5869370495614, -2.9705572976884693, -6.8901251213420025]"
73,3,"[-1.2198630160275046, 6.015480901745027, -5.9669370495614, -2.3305572976884696, -6.810125121342002]"
74,5,"[-1.4198630160275045, 5.515480901745028, -6.506937049561399, -2.2305572976884696, -6.830125121342002]"
75,5,"[-1.6198630160275045, 4.755480901745028, -6.926937049561398, -2.8705572976884697, -7.090125121342002]"
76,4,"[-1.6198630160275045, 4.975480901745029, -6.7469370495613985, -3.23055729768847, -7.3101251213420015]"
77,3,"[-1.4198630160275045, 6.39548090174503, -6.126937049561398, -2.5905572976884703, -7.2301251213420015]"
78,5,"[-1.6198630160275045, 5.99548090174503, -6.546937049561397, -2.31055729768847, -7.130125121342001]"
79,5,"[-1.8198630160275044, 5.055480901745031, -7.146937049561398, -2.95055729768847, -7.430125121342001]"
80,4,"[-1.8198630160275044, 5.2754809017450315, -6.966937049561397, -3.3105572976884705, -7.6501251213420005]"
81,3,"[-1.6198630160275045, 6.695480901745032, -6.346937049561397, -2.670557297688471, -7.570125121342]"
82,5,"[-1.8198630160275047, 6.295480901745033, -6.766937049561396, -2.390557297688471, -7.470125121342]"
83,5,"[-2.0198630160275046, 5.355480901745033, -7.366937049561397, -3.030557297688471, -7.770125121342]"
84,4,"[-2.0198630160275046, 5.575480901745034, -7.186937049561396, -3.3905572976884715, -7.9901251213419995]"
85,4,"[-2.0198630160275046, 5.795480901745035, -7.0069370495613965, -3.750557297688472, -8.210125121342]"
86,6,"[-2.0198630160275046, 6.075480901745035, -6.806937049561395, -3.590557297688472, -8.250125121342]"
87,4,"[-2.0198630160275046, 6.615480901745035, -6.666937049561393, -3.050557297688472, -8.090125121342]"
88,4,"[-2.0198630160275046, 7.015480901745034, -6.746937049561392, -2.690557297688472, -8.050125121341999]"
89,5,"[-2.219863016027505, 6.615480901745035, -7.166937049561391, -2.4105572976884724, -7.950125121341999]"
90,5,"[-2.419863016027505, 5.555480901745034, -7.826937049561391, -3.3105572976884723, -8.270125121341998]"
91,3,"[-2.219863016027505, 6.975480901745035, -7.20693704956139, -2.6705572976884726, -8.190125121341998]"
92,5,"[-2.419863016027505, 6.035480901745037, -7.806937049561391, -3.3105572976884727, -8.490125121341997]"
93,4,"[-2.419863016027505, 6.255480901745037, -7.62693704956139, -3.670557297688473, -8.710125121342]"
94,6,"[-2.419863016027505, 6.5354809017450375, -7.4269370495613884, -3.510557297688474, -8.750125121342]"
95,4,"[-2.419863016027505, 7.075480901745038, -7.286937049561387, -2.9705572976884738, -8.590125121342]"
96,5,"[-2.619863016027505, 6.275480901745039, -7.806937049561387, -3.610557297688474, -8.850125121342]"
97,6,"[-2.619863016027505, 6.555480901745039, -7.606937049561385, -3.450557297688474, -8.890125121342]"
98,4,"[-2.619863016027505, 7.095480901745038, -7.466937049561383, -2.910557297688474, -8.730125121342]"
99,5,"[-2.8198630160275053, 6.055480901745038, -8.146937049561382, -3.7105572976884744, -9.010125121342]"
100,3,"[-2.619863016027505, 7.575480901745038, -7.406937049561381, -2.8905572976884746, -8.810125121342]"
101,5,"[-2.8198630160275053, 7.17548090174504, -7.826937049561381, -2.6105572976884743, -8.710125121342001]"
102,5,"[-3.0198630160275055, 6.37548090174504, -8.34693704956138, -3.2505572976884745, -8.970125121342]"
103,4,"[-3.0198630160275055, 6.595480901745041, -8.166937049561378, -3.6105572976884748, -9.190125121342001]"
104,6,"[-3.0198630160275055, 6.81548090174504, -8.006937049561376, -3.510557297688475, -9.290125121342001]"
105,6,"[-3.0198630160275055, 6.895480901745042, -8.046937049561373, -3.3505572976884754, -9.310125121342]"
106,6,"[-3.0198630160275055, 7.0954809017450415, -7.986937049561371, -3.2105572976884758, -9.330125121342]"
107,4,"[-3.0198630160275055, 7.635480901745041, -7.84693704956137, -2.6705572976884757, -9.170125121342]"
108,7,"[-3.2198630160275057, 6.895480901745042, -8.346937049561367, -2.790557297688476, -9.250125121342]"
109,4,"[-3.2198630160275057, 7.455480901745043, -8.206937049561365, -2.250557297688476, -9.070125121342]"
110,5,"[-3.419863016027506, 6.255480901745044, -8.946937049561363, -3.1505572976884757, -9.430125121342]"
111,3,"[-3.2198630160275057, 7.775480901745045, -8.206937049561361, -2.330557297688476, -9.230125121342]"
112,5,"[-3.419863016027506, 7.375480901745046, -8.62693704956136, -2.0505572976884756, -9.130125121342001]"
113,5,"[-3.619863016027506, 6.355480901745046, -9.186937049561358, -2.9505572976884755, -9.450125121342]"
114,4,"[-3.619863016027506, 6.675480901745046, -8.886937049561356, -3.1305572976884757, -9.550125121342]"
115,4,"[-3.619863016027506, 6.895480901745047, -8.706937049561354, -3.490557297688476, -9.770125121342002]"
116,4,"[-3.619863016027506, 6.955480901745045, -8.546937049561352, -3.930557297688476, -9.930125121342002]"
117,4,"[-3.619863016027506, 7.275480901745044, -8.246937049561351, -4.1105572976884766, -10.030125121342003]"
118,6,"[-3.619863016027506, 7.3354809017450435, -8.26693704956135, -4.1105572976884766, -10.090125121342002]"
119,6,"[-3.619863016027506, 7.315480901745046, -8.306937049561348, -4.290557297688477, -10.170125121342002]"
120,6,"[-3.619863016027506, 7.4154809017450445, -8.186937049561347, -4.390557297688477, -10.230125121342002]"
121,6,"[-3.619863016027506, 7.455480901745044, -8.206937049561345, -4.510557297688477, -10.250125121342002]"
122,6,"[-3.619863016027506, 7.495480901745043, -8.226937049561343, -4.630557297688477, -10.270125121342002]"
123,6,"[-3.619863016027506, 7.695480901745043, -8.146937049561341, -4.6505572976884775, -10.310125121342]"
124,6,"[-3.619863016027506, 7.715480901745042, -8.166937049561339, -4.770557297688478, -10.350125121342]"
125,6,"[-3.619863016027506, 7.735480901745041, -8.186937049561337, -4.890557297688478, -10.390125121341999]"
126,6,"[-3.619863016027506, 7.915480901745042, -8.106937049561335, -4.910557297688478, -10.450125121341998]"
127,6,"[-3.619863016027506, 7.9354809017450405, -8.126937049561333, -5.030557297688478, -10.490125121341997]"
128,6,"[-3.619863016027506, 7.95548090174504, -8.14693704956133, -5.150557297688478, -10.530125121341996]"
129,6,"[-3.619863016027506, 8.13548090174504, -8.066937049561329, -5.170557297688479, -10.590125121341995]"
130,6,"[-3.619863016027506, 8.115480901745041, -8.186937049561326, -5.290557297688479, -10.630125121341994]"
131,6,"[-3.619863016027506, 8.29548090174504, -8.106937049561324, -5.310557297688479, -10.690125121341993]"
132,6,"[-3.619863016027506, 8.275480901745041, -8.226937049561322, -5.4305572976884795, -10.730125121341992]"
133,6,"[-3.619863016027506, 8.415480901745042, -8.24693704956132, -5.45055729768848, -10.79012512134199]"
134,6,"[-3.619863016027506, 8.435480901745041, -8.266937049561317, -5.45055729768848, -10.77012512134199]"
135,6,"[-3.619863016027506, 8.455480901745041, -8.286937049561315, -5.45055729768848, -10.750125121341991]"
136,6,"[-3.619863016027506, 8.47548090174504, -8.306937049561313, -5.45055729768848, -10.730125121341992]"
137,6,"[-3.619863016027506, 8.455480901745041, -8.42693704956131, -5.57055729768848, -10.77012512134199]"
138,6,"[-3.619863016027506, 8.65548090174504, -8.426937049561309, -5.53055729768848, -10.770125121341989]"
139,6,"[-3.619863016027506, 8.63548090174504, -8.546937049561306, -5.65055729768848, -10.810125121341988]"
140,6,"[-3.619863016027506, 8.775480901745041, -8.566937049561304, -5.670557297688481, -10.870125121341987]"
141,6,"[-3.619863016027506, 8.79548090174504, -8.586937049561302, -5.670557297688481, -10.850125121341987]"
142,6,"[-3.619863016027506, 8.81548090174504, -8.6069370495613, -5.670557297688481, -10.830125121341988]"
143,6,"[-3.619863016027506, 8.83548090174504, -8.626937049561297, -5.670557297688481, -10.810125121341988]"
144,6,"[-3.619863016027506, 8.85548090174504, -8.646937049561295, -5.670557297688481, -10.790125121341989]"
145,6,"[-3.619863016027506, 8.87548090174504, -8.666937049561293, -5.670557297688481, -10.770125121341989]"
146,6,"[-3.619863016027506, 8.895480901745039, -8.68693704956129, -5.670557297688481, -10.75012512134199]"
147,6,"[-3.619863016027506, 8.87548090174504, -8.806937049561288, -5.79055729768848, -10.790125121341989]"
148,6,"[-3.619863016027506, 9.01548090174504, -8.826937049561286, -5.810557297688479, -10.850125121341987]"
149,6,"[-3.619863016027506, 9.03548090174504, -8.846937049561284, -5.810557297688479, -10.830125121341988]"
150,6,"[-3.619863016027506, 9.055480901745039, -8.866937049561281, -5.810557297688479, -10.810125121341988]"
151,6,"[-3.619863016027506, 9.075480901745038, -8.88693704956128, -5.810557297688479, -10.790125121341989]"
152,6,"[-3.619863016027506, 9.095480901745038, -8.906937049561277, -5.810557297688479, -10.770125121341989]"
153,6,"[-3.619863016027506, 9.115480901745038, -8.926937049561275, -5.810557297688479, -10.75012512134199]"
154,6,"[-3.619863016027506, 9.135480901745037, -8.946937049561273, -5.810557297688479, -10.73012512134199]"
155,6,"[-3.619863016027506, 9.155480901745037, -8.96693704956127, -5.810557297688479, -10.71012512134199]"
156,6,"[-3.619863016027506, 9.135480901745037, -9.086937049561268, -5.930557297688479, -10.75012512134199]"
157,6,"[-3.619863016027506, 9.275480901745038, -9.106937049561266, -5.950557297688478, -10.810125121341988]"
158,6,"[-3.619863016027506, 9.295480901745037, -9.126937049561263, -5.950557297688478, -10.790125121341989]"
159,6,"[-3.619863016027506, 9.315480901745037, -9.146937049561261, -5.950557297688478, -10.770125121341989]"
160,6,"[-3.619863016027506, 9.335480901745036, -9.166937049561257, -5.950557297688478, -10.75012512134199]"
161,6,"[-3.619863016027506, 9.355480901745036, -9.186937049561253, -5.950557297688478, -10.73012512134199]"
162,6,"[-3.619863016027506, 9.375480901745036, -9.20693704956125, -5.950557297688478, -10.71012512134199]"
163,6,"[-3.619863016027506, 9.395480901745035, -9.226937049561245, -5.950557297688478, -10.69012512134199]"
164,6,"[-3.619863016027506, 9.415480901745035, -9.246937049561241, -5.950557297688478, -10.670125121341991]"
165,6,"[-3.619863016027506, 9.395480901745035, -9.366937049561239, -6.070557297688477, -10.71012512134199]"
166,6,"[-3.619863016027506, 9.535480901745036, -9.386937049561237, -6.090557297688477, -10.770125121341989]"
167,6,"[-3.619863016027506, 9.555480901745035, -9.406937049561234, -6.090557297688477, -10.75012512134199]"
168,6,"[-3.619863016027506, 9.575480901745035, -9.42693704956123, -6.090557297688477, -10.73012512134199]"
169,6,"[-3.619863016027506, 9.595480901745034, -9.446937049561226, -6.090557297688477, -10.71012512134199]"
170,6,"[-3.619863016027506, 9.615480901745034, -9.466937049561222, -6.090557297688477, -10.69012512134199]"
171,6,"[-3.619863016027506, 9.635480901745034, -9.486937049561218, -6.090557297688477, -10.670125121341991]"
172,8,"[-3.619863016027506, 9.995480901745035, -9.526937049561214, -5.410557297688477, -10.490125121341991]"
173,7,"[-3.819863016027506, 9.075480901745035, -10.20693704956121, -5.4905572976884764, -10.47012512134199]"
174,6,"[-3.819863016027506, 9.255480901745035, -10.126937049561208, -5.510557297688477, -10.530125121341989]"
175,6,"[-3.819863016027506, 9.435480901745034, -10.046937049561206, -5.530557297688477, -10.590125121341988]"
176,6,"[-3.819863016027506, 9.395480901745033, -10.086937049561206, -5.710557297688478, -10.690125121341987]"
177,6,"[-3.819863016027506, 9.575480901745035, -10.006937049561204, -5.7305572976884775, -10.750125121341986]"
178,6,"[-3.819863016027506, 9.595480901745034, -10.026937049561203, -5.850557297688477, -10.790125121341985]"
179,6,"[-3.819863016027506, 9.655480901745033, -9.946937049561202, -5.850557297688477, -10.770125121341986]"
180,6,"[-3.819863016027506, 9.675480901745033, -9.966937049561198, -5.850557297688477, -10.750125121341986]"
181,6,"[-3.819863016027506, 9.695480901745032, -9.986937049561194, -5.850557297688477, -10.730125121341986]"
182,6,"[-3.819863016027506, 9.715480901745032, -10.00693704956119, -5.850557297688477, -10.710125121341987]"
183,6,"[-3.819863016027506, 9.735480901745031, -10.026937049561186, -5.850557297688477, -10.690125121341987]"
184,6,"[-3.819863016027506, 9.755480901745031, -10.046937049561182, -5.850557297688477, -10.670125121341988]"
185,6,"[-3.819863016027506, 9.77548090174503, -10.066937049561178, -5.850557297688477, -10.650125121341988]"
186,6,"[-3.819863016027506, 9.69548090174503, -10.206937049561175, -6.0305572976884765, -10.750125121341988]"
187,6,"[-3.819863016027506, 9.875480901745032, -10.126937049561173, -6.050557297688476, -10.810125121341986]"
188,6,"[-3.819863016027506, 9.895480901745032, -10.146937049561169, -6.050557297688476, -10.790125121341987]"
189,6,"[-3.819863016027506, 9.915480901745031, -10.166937049561165, -6.050557297688476, -10.770125121341987]"
190,6,"[-3.819863016027506, 9.93548090174503, -10.18693704956116, -6.050557297688476, -10.750125121341988]"
191,6,"[-3.819863016027506, 9.95548090174503, -10.206937049561157, -6.050557297688476, -10.730125121341988]"
192,6,"[-3.819863016027506, 9.97548090174503, -10.226937049561153, -6.050557297688476, -10.710125121341989]"
193,6,"[-3.819863016027506, 9.99548090174503, -10.246937049561149, -6.050557297688476, -10.690125121341989]"
194,6,"[-3.819863016027506, 10.015480901745029, -10.266937049561145, -6.050557297688476, -10.67012512134199]"
195,6,"[-3.819863016027506, 10.035480901745029, -10.286937049561141, -6.050557297688476, -10.65012512134199]"
196,6,"[-3.819863016027506, 10.155480901745028, -10.306937049561137, -5.9105572976884755, -10.63012512134199]"
197,7,"[-4.019863016027506, 9.695480901745029, -10.606937049561134, -5.730557297688475, -10.570125121341992]"
198,6,"[-4.019863016027506, 9.875480901745028, -10.526937049561132, -5.750557297688475, -10.63012512134199]"
199,6,"[-4.019863016027506, 9.835480901745028, -10.566937049561131, -5.930557297688475, -10.73012512134199]"
200,6,"[-4.019863016027506, 10.015480901745029, -10.48693704956113, -5.950557297688475, -10.790125121341989]"
201,6,"[-4.019863016027506, 10.175480901745027, -10.406937049561128, -5.810557297688474, -10.770125121341989]"
202,7,"[-4.219863016027507, 9.715480901745028, -10.706937049561125, -5.6305572976884735, -10.71012512134199]"
203,6,"[-4.219863016027507, 9.895480901745028, -10.626937049561123, -5.650557297688474, -10.770125121341989]"
204,6,"[-4.219863016027507, 9.855480901745027, -10.666937049561122, -5.830557297688474, -10.870125121341989]"
205,6,"[-4.219863016027507, 10.035480901745029, -10.58693704956112, -5.850557297688473, -10.930125121341987]"
206,6,"[-4.219863016027507, 10.095480901745027, -10.506937049561119, -5.850557297688473, -10.910125121341988]"
207,6,"[-4.219863016027507, 10.215480901745027, -10.526937049561115, -5.710557297688473, -10.890125121341988]"
208,7,"[-4.419863016027507, 9.755480901745027, -10.826937049561112, -5.530557297688472, -10.83012512134199]"
209,6,"[-4.419863016027507, 9.935480901745027, -10.74693704956111, -5.5505572976884725, -10.890125121341988]"
210,6,"[-4.419863016027507, 10.095480901745026, -10.666937049561108, -5.410557297688472, -10.870125121341989]"
211,6,"[-4.419863016027507, 10.235480901745026, -10.646937049561107, -5.330557297688472, -10.950125121341987]"
212,7,"[-4.619863016027507, 9.515480901745025, -11.086937049561106, -5.410557297688471, -10.950125121341987]"
213,6,"[-4.619863016027507, 9.775480901745027, -10.866937049561104, -5.410557297688471, -11.030125121341987]"
214,6,"[-4.619863016027507, 9.955480901745027, -10.786937049561102, -5.4305572976884715, -11.090125121341986]"
215,6,"[-4.619863016027507, 10.115480901745025, -10.7069370495611, -5.290557297688471, -11.070125121341986]"
216,6,"[-4.619863016027507, 10.255480901745026, -10.686937049561099, -5.210557297688471, -11.150125121341985]"
217,7,"[-4.819863016027507, 9.535480901745025, -11.126937049561098, -5.290557297688471, -11.150125121341985]"
218,6,"[-4.819863016027507, 9.795480901745027, -10.906937049561096, -5.290557297688471, -11.230125121341985]"
219,6,"[-4.819863016027507, 9.975480901745026, -10.826937049561094, -5.310557297688471, -11.290125121341983]"
220,6,"[-4.819863016027507, 10.135480901745025, -10.746937049561092, -5.170557297688472, -11.270125121341984]"
221,6,"[-4.819863016027507, 10.275480901745025, -10.72693704956109, -5.090557297688472, -11.350125121341982]"
222,6,"[-4.819863016027507, 10.375480901745027, -10.806937049561089, -5.010557297688472, -11.43012512134198]"
223,7,"[-5.019863016027507, 9.655480901745026, -11.246937049561089, -5.090557297688472, -11.43012512134198]"
224,6,"[-5.019863016027507, 9.915480901745028, -11.026937049561086, -5.090557297688472, -11.51012512134198]"
225,6,"[-5.019863016027507, 10.075480901745026, -10.946937049561084, -4.950557297688472, -11.49012512134198]"
226,6,"[-5.019863016027507, 10.215480901745027, -10.926937049561083, -4.870557297688473, -11.57012512134198]"
227,6,"[-5.019863016027507, 10.355480901745027, -10.906937049561082, -4.790557297688473, -11.650125121341977]"
228,6,"[-5.019863016027507, 10.515480901745029, -10.946937049561079, -4.650557297688473, -11.670125121341977]"
229,7,"[-5.2198630160275075, 9.735480901745031, -11.406937049561078, -4.790557297688473, -11.730125121341977]"
230,6,"[-5.2198630160275075, 10.095480901745033, -11.186937049561076, -4.650557297688472, -11.810125121341978]"
231,6,"[-5.2198630160275075, 10.235480901745033, -11.166937049561074, -4.570557297688473, -11.890125121341976]"
232,6,"[-5.2198630160275075, 10.375480901745034, -11.146937049561073, -4.490557297688474, -11.970125121341974]"
233,6,"[-5.2198630160275075, 10.535480901745036, -11.18693704956107, -4.350557297688475, -11.990125121341974]"
234,7,"[-5.419863016027508, 9.755480901745038, -11.64693704956107, -4.490557297688476, -12.050125121341974]"
235,6,"[-5.419863016027508, 10.11548090174504, -11.426937049561067, -4.350557297688476, -12.130125121341974]"
236,6,"[-5.419863016027508, 10.25548090174504, -11.406937049561066, -4.270557297688477, -12.210125121341973]"
237,6,"[-5.419863016027508, 10.39548090174504, -11.386937049561064, -4.1905572976884775, -12.29012512134197]"
238,6,"[-5.419863016027508, 10.595480901745042, -11.326937049561062, -4.050557297688478, -12.31012512134197]"
239,7,"[-5.619863016027508, 10.035480901745043, -11.686937049561058, -4.010557297688479, -12.31012512134197]"
240,6,"[-5.619863016027508, 10.095480901745042, -11.726937049561057, -4.05055729768848, -12.41012512134197]"
241,6,"[-5.619863016027508, 10.15548090174504, -11.766937049561056, -4.0905572976884805, -12.51012512134197]"
242,6,"[-5.619863016027508, 10.215480901745039, -11.806937049561055, -4.1305572976884815, -12.61012512134197]"
243,6,"[-5.619863016027508, 10.275480901745038, -11.846937049561054, -4.170557297688482, -12.710125121341969]"
244,6,"[-5.619863016027508, 10.335480901745036, -11.886937049561054, -4.210557297688483, -12.810125121341969]"
245,6,"[-5.619863016027508, 10.395480901745035, -11.926937049561053, -4.250557297688484, -12.910125121341968]"
246,6,"[-5.619863016027508, 10.455480901745034, -11.966937049561052, -4.290557297688485, -13.010125121341968]"
247,6,"[-5.619863016027508, 10.415480901745033, -12.006937049561051, -4.470557297688486, -13.110125121341968]"
248,6,"[-5.619863016027508, 10.695480901745034, -11.92693704956105, -4.3505572976884865, -13.170125121341966]"
249,6,"[-5.619863016027508, 10.835480901745035, -11.906937049561048, -4.270557297688487, -13.250125121341965]"
250,6,"[-5.619863016027508, 10.975480901745035, -11.886937049561046, -4.190557297688488, -13.330125121341963]"
251,7,"[-5.819863016027508, 10.195480901745036, -12.346937049561044, -4.330557297688489, -13.390125121341963]"
252,6,"[-5.819863016027508, 10.655480901745037, -12.00693704956104, -4.010557297688489, -13.350125121341964]"
253,6,"[-5.819863016027508, 10.795480901745035, -11.986937049561039, -3.93055729768849, -13.430125121341963]"
254,6,"[-5.819863016027508, 10.995480901745037, -11.926937049561037, -3.790557297688491, -13.450125121341962]"
255,7,"[-6.019863016027508, 10.435480901745038, -12.286937049561034, -3.750557297688491, -13.450125121341962]"
256,6,"[-6.019863016027508, 10.495480901745037, -12.326937049561034, -3.790557297688491, -13.550125121341962]"
257,6,"[-6.019863016027508, 10.555480901745035, -12.366937049561033, -3.830557297688491, -13.650125121341961]"
258,6,"[-6.019863016027508, 10.615480901745034, -12.406937049561032, -3.870557297688491, -13.750125121341961]"
259,6,"[-6.019863016027508, 10.675480901745033, -12.446937049561031, -3.910557297688491, -13.85012512134196]"
