epoch,error,weights
82,5,"[-2.1999999999999997, 5.360000000000025, -7.5999999999999925, -3.0800000000000143, -7.1799999999999935]"
83,4,"[-2.1999999999999997, 5.580000000000026, -7.419999999999992, -3.4400000000000146, -7.399999999999993]"
84,4,"[-2.1999999999999997, 5.8000000000000265, -7.239999999999992, -3.800000000000015, -7.619999999999993]"
85,6,"[-2.1999999999999997, 6.080000000000027, -7.03999999999999, -3.6400000000000152, -7.659999999999992]"
86,4,"[-2.1999999999999997, 6.640000000000027, -6.899999999999989, -3.100000000000015, -7.4799999999999915]"
87,4,"[-2.1999999999999997, 7.040000000000029, -6.979999999999988, -2.7400000000000153, -7.4399999999999915]"
88,5,"[-2.4, 6.64000000000003, -7.399999999999987, -2.4600000000000155, -7.339999999999991]"
89,5,"[-2.6, 5.580000000000029, -8.059999999999986, -3.3600000000000154, -7.659999999999991]"
90,3,"[-2.4, 7.00000000000003, -7.439999999999985, -2.7200000000000157, -7.579999999999991]"
91,5,"[-2.6, 5.800000000000032, -8.179999999999984, -3.620000000000016, -7.9399999999999915]"
92,3,"[-2.4, 7.320000000000032, -7.439999999999983, -2.8000000000000163, -7.739999999999991]"
93,5,"[-2.6, 6.920000000000034, -7.859999999999983, -2.520000000000016, -7.639999999999991]"
94,5,"[-2.8000000000000003, 5.860000000000034, -8.519999999999982, -3.420000000000016, -7.959999999999991]"
95,3,"[-2.6, 7.3800000000000345, -7.779999999999981, -2.600000000000016, -7.759999999999991]"
96,5,"[-2.8000000000000003, 6.980000000000036, -8.199999999999978, -2.320000000000016, -7.65999999999999]"
97,5,"[-3.0000000000000004, 5.900000000000036, -8.779999999999976, -3.2800000000000162, -8.03999999999999]"
98,3,"[-2.8000000000000003, 7.420000000000037, -8.039999999999974, -2.4600000000000164, -7.83999999999999]"
99,5,"[-3.0000000000000004, 6.280000000000038, -8.699999999999973, -3.3800000000000168, -8.19999999999999]"
100,3,"[-2.8000000000000003, 7.70000000000004, -8.079999999999972, -2.740000000000017, -8.11999999999999]"
101,5,"[-3.0000000000000004, 7.30000000000004, -8.499999999999968, -2.4600000000000173, -8.01999999999999]"
102,5,"[-3.2000000000000006, 6.280000000000039, -9.059999999999967, -3.360000000000017, -8.33999999999999]"
103,4,"[-3.2000000000000006, 6.60000000000004, -8.759999999999964, -3.5400000000000174, -8.43999999999999]"
104,4,"[-3.2000000000000006, 6.82000000000004, -8.579999999999963, -3.9000000000000177, -8.659999999999993]"
105,6,"[-3.2000000000000006, 7.04000000000004, -8.419999999999963, -3.8000000000000185, -8.759999999999993]"
106,6,"[-3.2000000000000006, 7.320000000000039, -8.219999999999962, -3.6400000000000188, -8.799999999999992]"
107,4,"[-3.2000000000000006, 7.8600000000000385, -8.07999999999996, -3.1000000000000187, -8.639999999999992]"
108,7,"[-3.400000000000001, 7.12000000000004, -8.579999999999957, -3.220000000000019, -8.71999999999999]"
109,4,"[-3.400000000000001, 7.740000000000041, -8.299999999999955, -2.6600000000000192, -8.579999999999991]"
110,5,"[-3.600000000000001, 6.540000000000043, -9.039999999999953, -3.560000000000019, -8.93999999999999]"
111,3,"[-3.400000000000001, 8.060000000000043, -8.299999999999951, -2.7400000000000193, -8.739999999999991]"
112,5,"[-3.600000000000001, 7.660000000000043, -8.71999999999995, -2.460000000000019, -8.639999999999992]"
113,5,"[-3.800000000000001, 6.640000000000042, -9.279999999999948, -3.360000000000019, -8.95999999999999]"
114,4,"[-3.800000000000001, 6.960000000000043, -8.979999999999945, -3.540000000000019, -9.059999999999992]"
115,4,"[-3.800000000000001, 7.180000000000043, -8.799999999999944, -3.9000000000000195, -9.279999999999992]"
116,6,"[-3.8000000000000007, 7.400000000000043, -8.639999999999944, -3.8000000000000203, -9.379999999999992]"
117,6,"[-3.8000000000000007, 7.680000000000042, -8.439999999999943, -3.6400000000000206, -9.419999999999993]"
118,4,"[-3.8000000000000007, 8.220000000000041, -8.29999999999994, -3.1000000000000205, -9.259999999999993]"
119,7,"[-4.000000000000001, 7.480000000000043, -8.799999999999939, -3.2200000000000206, -9.339999999999993]"
120,4,"[-4.000000000000001, 8.040000000000044, -8.659999999999936, -2.6800000000000206, -9.159999999999993]"
121,5,"[-4.200000000000001, 6.980000000000046, -9.319999999999935, -3.5800000000000205, -9.479999999999992]"
122,4,"[-4.200000000000001, 7.300000000000046, -9.019999999999934, -3.7600000000000207, -9.579999999999993]"
123,6,"[-4.200000000000001, 7.340000000000048, -8.91999999999993, -3.9200000000000212, -9.699999999999994]"
124,6,"[-4.200000000000001, 7.380000000000047, -8.81999999999993, -4.080000000000021, -9.819999999999995]"
125,6,"[-4.200000000000001, 7.420000000000046, -8.719999999999928, -4.2400000000000215, -9.939999999999996]"
126,6,"[-4.200000000000001, 7.520000000000045, -8.599999999999927, -4.340000000000021, -9.999999999999996]"
127,6,"[-4.200000000000001, 7.620000000000043, -8.479999999999926, -4.440000000000021, -10.059999999999997]"
128,6,"[-4.200000000000001, 7.680000000000042, -8.499999999999924, -4.440000000000021, -10.119999999999996]"
129,6,"[-4.200000000000001, 7.740000000000045, -8.519999999999921, -4.440000000000021, -10.179999999999994]"
130,6,"[-4.200000000000001, 7.780000000000043, -8.53999999999992, -4.560000000000021, -10.199999999999994]"
131,6,"[-4.200000000000001, 7.820000000000042, -8.559999999999917, -4.680000000000021, -10.219999999999994]"
132,6,"[-4.200000000000001, 8.020000000000042, -8.479999999999915, -4.7000000000000215, -10.259999999999993]"
133,6,"[-4.200000000000001, 7.980000000000041, -8.519999999999914, -4.880000000000022, -10.359999999999992]"
134,6,"[-4.200000000000001, 8.160000000000043, -8.439999999999912, -4.900000000000023, -10.419999999999991]"
135,6,"[-4.200000000000001, 8.180000000000042, -8.45999999999991, -5.020000000000023, -10.45999999999999]"
136,6,"[-4.200000000000001, 8.200000000000042, -8.479999999999908, -5.140000000000023, -10.49999999999999]"
137,6,"[-4.200000000000001, 8.380000000000042, -8.399999999999906, -5.160000000000023, -10.559999999999988]"
138,6,"[-4.200000000000001, 8.400000000000041, -8.419999999999904, -5.280000000000023, -10.599999999999987]"
139,6,"[-4.200000000000001, 8.42000000000004, -8.439999999999902, -5.4000000000000234, -10.639999999999986]"
140,6,"[-4.200000000000001, 8.60000000000004, -8.3599999999999, -5.420000000000024, -10.699999999999985]"
141,6,"[-4.200000000000001, 8.580000000000041, -8.479999999999897, -5.540000000000024, -10.739999999999984]"
142,6,"[-4.200000000000001, 8.76000000000004, -8.399999999999896, -5.5600000000000245, -10.799999999999983]"
143,6,"[-4.200000000000001, 8.740000000000041, -8.519999999999893, -5.680000000000024, -10.839999999999982]"
144,6,"[-4.200000000000001, 8.880000000000042, -8.53999999999989, -5.700000000000024, -10.89999999999998]"
145,6,"[-4.200000000000001, 8.900000000000041, -8.559999999999889, -5.700000000000024, -10.879999999999981]"
146,6,"[-4.200000000000001, 8.92000000000004, -8.579999999999886, -5.700000000000024, -10.859999999999982]"
147,6,"[-4.200000000000001, 8.94000000000004, -8.599999999999884, -5.700000000000024, -10.839999999999982]"
148,6,"[-4.200000000000001, 8.96000000000004, -8.619999999999882, -5.700000000000024, -10.819999999999983]"
149,6,"[-4.200000000000001, 8.98000000000004, -8.63999999999988, -5.700000000000024, -10.799999999999983]"
150,6,"[-4.200000000000001, 9.000000000000039, -8.659999999999878, -5.700000000000024, -10.779999999999983]"
151,6,"[-4.200000000000001, 9.020000000000039, -8.679999999999875, -5.700000000000024, -10.759999999999984]"
152,6,"[-4.200000000000001, 9.000000000000039, -8.799999999999873, -5.820000000000023, -10.799999999999983]"
153,6,"[-4.200000000000001, 9.14000000000004, -8.81999999999987, -5.840000000000023, -10.859999999999982]"
154,6,"[-4.200000000000001, 9.16000000000004, -8.839999999999868, -5.840000000000023, -10.839999999999982]"
155,6,"[-4.200000000000001, 9.180000000000039, -8.859999999999866, -5.840000000000023, -10.819999999999983]"
156,6,"[-4.200000000000001, 9.200000000000038, -8.879999999999864, -5.840000000000023, -10.799999999999983]"
157,6,"[-4.200000000000001, 9.220000000000038, -8.899999999999862, -5.840000000000023, -10.779999999999983]"
158,6,"[-4.200000000000001, 9.240000000000038, -8.91999999999986, -5.840000000000023, -10.759999999999984]"
159,6,"[-4.200000000000001, 9.260000000000037, -8.939999999999857, -5.840000000000023, -10.739999999999984]"
160,6,"[-4.200000000000001, 9.280000000000037, -8.959999999999855, -5.840000000000023, -10.719999999999985]"
161,6,"[-4.200000000000001, 9.260000000000037, -9.079999999999853, -5.960000000000022, -10.759999999999984]"
162,6,"[-4.200000000000001, 9.400000000000038, -9.09999999999985, -5.980000000000022, -10.819999999999983]"
163,6,"[-4.200000000000001, 9.420000000000037, -9.119999999999848, -5.980000000000022, -10.799999999999983]"
164,6,"[-4.200000000000001, 9.440000000000037, -9.139999999999846, -5.980000000000022, -10.779999999999983]"
165,6,"[-4.200000000000001, 9.460000000000036, -9.159999999999842, -5.980000000000022, -10.759999999999984]"
166,6,"[-4.200000000000001, 9.480000000000036, -9.179999999999838, -5.980000000000022, -10.739999999999984]"
167,6,"[-4.200000000000001, 9.500000000000036, -9.199999999999834, -5.980000000000022, -10.719999999999985]"
168,6,"[-4.200000000000001, 9.520000000000035, -9.21999999999983, -5.980000000000022, -10.699999999999985]"
169,6,"[-4.200000000000001, 9.540000000000035, -9.239999999999826, -5.980000000000022, -10.679999999999986]"
170,6,"[-4.200000000000001, 9.520000000000035, -9.359999999999824, -6.100000000000021, -10.719999999999985]"
171,6,"[-4.200000000000001, 9.660000000000036, -9.379999999999821, -6.1200000000000205, -10.779999999999983]"
172,6,"[-4.200000000000001, 9.680000000000035, -9.39999999999982, -6.1200000000000205, -10.759999999999984]"
173,6,"[-4.200000000000001, 9.700000000000035, -9.419999999999815, -6.1200000000000205, -10.739999999999984]"
174,6,"[-4.200000000000001, 9.720000000000034, -9.439999999999811, -6.1200000000000205, -10.719999999999985]"
175,6,"[-4.200000000000001, 9.740000000000034, -9.459999999999807, -6.1200000000000205, -10.699999999999985]"
176,6,"[-4.200000000000001, 9.760000000000034, -9.479999999999803, -6.1200000000000205, -10.679999999999986]"
177,6,"[-4.200000000000001, 9.780000000000033, -9.4999999999998, -6.1200000000000205, -10.659999999999986]"
178,8,"[-4.200000000000001, 10.140000000000034, -9.539999999999795, -5.440000000000021, -10.479999999999986]"
179,7,"[-4.400000000000001, 9.220000000000034, -10.219999999999791, -5.52000000000002, -10.459999999999985]"
180,6,"[-4.400000000000001, 9.400000000000034, -10.13999999999979, -5.5400000000000205, -10.519999999999984]"
181,6,"[-4.400000000000001, 9.580000000000034, -10.059999999999787, -5.560000000000021, -10.579999999999982]"
182,6,"[-4.400000000000001, 9.540000000000033, -10.099999999999786, -5.740000000000021, -10.679999999999982]"
183,6,"[-4.400000000000001, 9.720000000000034, -10.019999999999785, -5.760000000000021, -10.73999999999998]"
184,6,"[-4.400000000000001, 9.680000000000033, -10.059999999999784, -5.940000000000021, -10.83999999999998]"
185,6,"[-4.400000000000001, 9.860000000000035, -9.979999999999782, -5.96000000000002, -10.899999999999979]"
186,6,"[-4.400000000000001, 9.880000000000035, -9.999999999999778, -5.96000000000002, -10.87999999999998]"
187,6,"[-4.400000000000001, 9.900000000000034, -10.019999999999774, -5.96000000000002, -10.85999999999998]"
188,6,"[-4.400000000000001, 9.920000000000034, -10.03999999999977, -5.96000000000002, -10.83999999999998]"
189,6,"[-4.400000000000001, 9.940000000000033, -10.059999999999766, -5.96000000000002, -10.81999999999998]"
190,6,"[-4.400000000000001, 9.960000000000033, -10.079999999999762, -5.96000000000002, -10.799999999999981]"
191,6,"[-4.400000000000001, 9.980000000000032, -10.099999999999758, -5.96000000000002, -10.779999999999982]"
192,6,"[-4.400000000000001, 10.000000000000032, -10.119999999999754, -5.96000000000002, -10.759999999999982]"
193,6,"[-4.400000000000001, 10.120000000000031, -10.13999999999975, -5.82000000000002, -10.739999999999982]"
194,7,"[-4.600000000000001, 9.420000000000032, -10.599999999999747, -5.800000000000019, -10.699999999999983]"
195,6,"[-4.600000000000001, 9.520000000000032, -10.579999999999744, -5.600000000000018, -10.639999999999983]"
196,6,"[-4.600000000000001, 9.700000000000031, -10.499999999999742, -5.620000000000019, -10.699999999999982]"
197,6,"[-4.600000000000001, 9.880000000000031, -10.41999999999974, -5.640000000000018, -10.75999999999998]"
198,6,"[-4.600000000000001, 9.84000000000003, -10.45999999999974, -5.820000000000018, -10.85999999999998]"
199,6,"[-4.600000000000001, 10.020000000000032, -10.379999999999738, -5.840000000000018, -10.919999999999979]"
200,6,"[-4.600000000000001, 10.18000000000003, -10.299999999999736, -5.700000000000017, -10.899999999999979]"
201,7,"[-4.800000000000002, 9.72000000000003, -10.599999999999733, -5.5200000000000164, -10.83999999999998]"
202,6,"[-4.800000000000002, 9.90000000000003, -10.519999999999731, -5.540000000000017, -10.899999999999979]"
203,6,"[-4.800000000000002, 9.86000000000003, -10.55999999999973, -5.7200000000000175, -10.999999999999979]"
204,6,"[-4.800000000000002, 10.040000000000031, -10.479999999999729, -5.740000000000018, -11.059999999999977]"
205,6,"[-4.800000000000002, 10.20000000000003, -10.399999999999727, -5.600000000000017, -11.039999999999978]"
206,6,"[-4.800000000000002, 10.300000000000031, -10.479999999999725, -5.520000000000017, -11.119999999999976]"
207,7,"[-5.000000000000002, 9.840000000000032, -10.779999999999722, -5.340000000000017, -11.059999999999977]"
208,6,"[-5.000000000000002, 10.120000000000031, -10.69999999999972, -5.220000000000017, -11.119999999999976]"
209,6,"[-5.000000000000002, 10.260000000000032, -10.679999999999719, -5.1400000000000166, -11.199999999999974]"
210,6,"[-5.000000000000002, 10.360000000000033, -10.759999999999717, -5.0600000000000165, -11.279999999999973]"
211,7,"[-5.200000000000002, 9.640000000000033, -11.199999999999717, -5.1400000000000166, -11.279999999999973]"
212,6,"[-5.200000000000002, 9.900000000000034, -10.979999999999714, -5.1400000000000166, -11.359999999999973]"
213,6,"[-5.200000000000002, 10.180000000000033, -10.899999999999713, -5.020000000000017, -11.419999999999972]"
214,6,"[-5.200000000000002, 10.320000000000034, -10.879999999999711, -4.940000000000017, -11.49999999999997]"
215,6,"[-5.200000000000002, 10.420000000000035, -10.95999999999971, -4.860000000000017, -11.579999999999968]"
216,6,"[-5.200000000000002, 10.580000000000037, -10.999999999999707, -4.7200000000000175, -11.599999999999968]"
217,7,"[-5.400000000000002, 9.80000000000004, -11.459999999999704, -4.860000000000017, -11.659999999999968]"
218,6,"[-5.400000000000002, 10.160000000000041, -11.239999999999702, -4.720000000000017, -11.739999999999968]"
219,6,"[-5.400000000000002, 10.220000000000041, -11.279999999999701, -4.7600000000000176, -11.839999999999968]"
220,6,"[-5.400000000000002, 10.28000000000004, -11.3199999999997, -4.8000000000000185, -11.939999999999968]"
221,6,"[-5.400000000000002, 10.340000000000039, -11.3599999999997, -4.840000000000019, -12.039999999999967]"
222,6,"[-5.400000000000002, 10.300000000000038, -11.399999999999698, -5.02000000000002, -12.139999999999967]"
223,6,"[-5.400000000000002, 10.460000000000038, -11.319999999999697, -4.88000000000002, -12.119999999999967]"
224,6,"[-5.400000000000002, 10.600000000000039, -11.299999999999695, -4.80000000000002, -12.199999999999966]"
225,7,"[-5.600000000000002, 9.920000000000037, -11.639999999999693, -4.88000000000002, -12.199999999999966]"
226,6,"[-5.600000000000002, 10.180000000000039, -11.41999999999969, -4.88000000000002, -12.279999999999966]"
227,6,"[-5.600000000000002, 10.460000000000038, -11.339999999999689, -4.760000000000021, -12.339999999999964]"
228,6,"[-5.600000000000002, 10.600000000000039, -11.319999999999688, -4.680000000000021, -12.419999999999963]"
229,6,"[-5.600000000000002, 10.74000000000004, -11.299999999999686, -4.600000000000021, -12.499999999999961]"
230,7,"[-5.8000000000000025, 9.96000000000004, -11.759999999999684, -4.740000000000021, -12.559999999999961]"
231,6,"[-5.8000000000000025, 10.42000000000004, -11.41999999999968, -4.42000000000002, -12.519999999999962]"
232,6,"[-5.8000000000000025, 10.56000000000004, -11.399999999999679, -4.340000000000021, -12.59999999999996]"
233,6,"[-5.8000000000000025, 10.76000000000004, -11.339999999999677, -4.200000000000022, -12.61999999999996]"
234,7,"[-6.000000000000003, 9.980000000000043, -11.799999999999676, -4.340000000000023, -12.67999999999996]"
235,6,"[-6.000000000000003, 10.340000000000044, -11.579999999999673, -4.200000000000023, -12.75999999999996]"
236,6,"[-6.000000000000003, 10.400000000000045, -11.619999999999672, -4.240000000000023, -12.85999999999996]"
237,6,"[-6.000000000000003, 10.460000000000043, -11.659999999999672, -4.280000000000024, -12.95999999999996]"
238,6,"[-6.000000000000003, 10.520000000000042, -11.69999999999967, -4.320000000000025, -13.05999999999996]"
239,6,"[-6.000000000000003, 10.580000000000041, -11.73999999999967, -4.360000000000026, -13.15999999999996]"
240,6,"[-6.000000000000003, 10.64000000000004, -11.779999999999669, -4.400000000000027, -13.259999999999959]"
241,6,"[-6.000000000000003, 10.700000000000038, -11.819999999999668, -4.440000000000028, -13.359999999999959]"
242,6,"[-6.000000000000003, 10.760000000000037, -11.859999999999667, -4.480000000000029, -13.459999999999958]"
243,6,"[-6.000000000000003, 10.920000000000035, -11.779999999999665, -4.340000000000029, -13.439999999999959]"
244,7,"[-6.200000000000003, 10.240000000000034, -12.119999999999665, -4.420000000000029, -13.439999999999959]"
245,6,"[-6.200000000000003, 10.700000000000035, -11.779999999999662, -4.10000000000003, -13.39999999999996]"
246,6,"[-6.200000000000003, 10.840000000000034, -11.75999999999966, -4.020000000000031, -13.479999999999958]"
247,6,"[-6.200000000000003, 11.040000000000035, -11.699999999999658, -3.8800000000000314, -13.499999999999957]"
248,7,"[-6.400000000000003, 10.480000000000036, -12.059999999999656, -3.8400000000000314, -13.499999999999957]"
249,6,"[-6.400000000000003, 10.540000000000035, -12.099999999999655, -3.8800000000000314, -13.599999999999957]"
250,6,"[-6.400000000000003, 10.600000000000033, -12.139999999999654, -3.9200000000000315, -13.699999999999957]"
251,6,"[-6.400000000000003, 10.660000000000032, -12.179999999999653, -3.9600000000000315, -13.799999999999956]"
252,6,"[-6.400000000000003, 10.72000000000003, -12.219999999999652, -4.000000000000032, -13.899999999999956]"
253,6,"[-6.400000000000003, 10.88000000000003, -12.13999999999965, -3.8600000000000327, -13.879999999999956]"
254,6,"[-6.400000000000003, 11.02000000000003, -12.11999999999965, -3.780000000000033, -13.959999999999955]"
255,6,"[-6.400000000000003, 11.22000000000003, -12.059999999999647, -3.640000000000034, -13.979999999999954]"
256,7,"[-6.600000000000003, 10.660000000000032, -12.419999999999645, -3.600000000000034, -13.979999999999954]"
257,6,"[-6.600000000000003, 10.72000000000003, -12.459999999999644, -3.640000000000034, -14.079999999999954]"
258,6,"[-6.600000000000003, 10.78000000000003, -12.499999999999643, -3.680000000000034, -14.179999999999954]"
259,6,"[-6.600000000000003, 10.840000000000028, -12.539999999999642, -3.720000000000034, -14.279999999999953]"
260,6,"[-6.600000000000003, 10.900000000000027, -12.579999999999641, -3.760000000000034, -14.379999999999953]"
261,6,"[-6.600000000000003, 11.060000000000025, -12.49999999999964, -3.6200000000000343, -14.359999999999953]"
262,6,"[-6.600000000000003, 11.200000000000026, -12.479999999999638, -3.5400000000000347, -14.439999999999952]"
