epoch,error,weights
1,3,"[0.7877012405409356, -0.16753684823443743, 0.39345324228446327, -0.07542790510832414, 0.5775661580163697]"
2,4,"[0.7559281111519642, -0.3009839916681167, 0.2917792282397552, -0.04524343218880145, 0.6077506309358924]"
3,4,"[0.7559281111519642, -0.2500118951924587, 0.2931951198085235, 0.05811665233128269, 0.6502273779989408]"
4,4,"[0.7306898173727565, -0.3661080465768143, 0.20107534751441522, 0.06695005515400539, 0.6615846101995844]"
