epoch,error,weights
254,6,"[-6.700000000000004, 10.920000000000037, -12.999999999999647, -3.0000000000000453, -15.099999999999937]"
255,6,"[-6.700000000000004, 10.980000000000036, -13.039999999999646, -3.0400000000000453, -15.199999999999937]"
256,6,"[-6.700000000000004, 11.040000000000035, -13.079999999999645, -3.0800000000000454, -15.299999999999937]"
257,6,"[-6.700000000000004, 11.100000000000033, -13.119999999999644, -3.1200000000000454, -15.399999999999936]"
258,6,"[-6.700000000000004, 11.160000000000032, -13.159999999999643, -3.1600000000000454, -15.499999999999936]"
259,6,"[-6.700000000000004, 11.22000000000003, -13.199999999999642, -3.200000000000046, -15.599999999999936]"
260,6,"[-6.700000000000004, 11.28000000000003, -13.239999999999641, -3.240000000000046, -15.699999999999935]"
261,6,"[-6.700000000000004, 11.440000000000028, -13.15999999999964, -3.100000000000046, -15.679999999999936]"
262,6,"[-6.700000000000004, 11.640000000000029, -13.099999999999637, -2.960000000000046, -15.699999999999935]"
263,7,"[-6.900000000000004, 11.12000000000003, -13.359999999999635, -2.9200000000000466, -15.699999999999935]"
264,6,"[-6.900000000000004, 11.180000000000028, -13.399999999999634, -2.960000000000047, -15.799999999999935]"
265,6,"[-6.900000000000004, 11.340000000000027, -13.319999999999633, -2.8200000000000474, -15.779999999999935]"
266,6,"[-6.900000000000004, 11.480000000000027, -13.299999999999631, -2.7400000000000477, -15.859999999999934]"
267,6,"[-6.900000000000004, 11.680000000000028, -13.239999999999629, -2.600000000000048, -15.879999999999933]"
268,7,"[-7.100000000000004, 11.160000000000029, -13.499999999999625, -2.560000000000048, -15.879999999999933]"
269,6,"[-7.100000000000004, 11.220000000000027, -13.539999999999624, -2.6000000000000485, -15.979999999999933]"
270,6,"[-7.100000000000004, 11.280000000000026, -13.579999999999623, -2.6400000000000485, -16.079999999999934]"
271,6,"[-7.100000000000004, 11.340000000000025, -13.619999999999623, -2.6800000000000486, -16.179999999999936]"
272,6,"[-7.100000000000004, 11.400000000000023, -13.659999999999622, -2.7200000000000486, -16.279999999999937]"
273,6,"[-7.100000000000004, 11.460000000000022, -13.699999999999621, -2.7600000000000486, -16.379999999999935]"
274,6,"[-7.100000000000004, 11.520000000000021, -13.73999999999962, -2.8000000000000487, -16.479999999999933]"
275,6,"[-7.100000000000004, 11.68000000000002, -13.659999999999618, -2.660000000000049, -16.459999999999933]"
276,6,"[-7.100000000000004, 11.88000000000002, -13.599999999999616, -2.5200000000000493, -16.479999999999933]"
277,7,"[-7.300000000000004, 11.36000000000002, -13.859999999999614, -2.4800000000000497, -16.47999999999993]"
278,6,"[-7.300000000000004, 11.42000000000002, -13.899999999999613, -2.5200000000000498, -16.579999999999927]"
279,6,"[-7.300000000000004, 11.580000000000018, -13.819999999999611, -2.3800000000000496, -16.559999999999928]"
280,6,"[-7.300000000000004, 11.780000000000019, -13.759999999999609, -2.24000000000005, -16.579999999999927]"
281,6,"[-7.300000000000004, 11.980000000000018, -13.699999999999607, -2.1000000000000503, -16.599999999999927]"
282,7,"[-7.500000000000004, 11.360000000000019, -14.079999999999606, -2.240000000000051, -16.719999999999924]"
283,6,"[-7.500000000000004, 11.50000000000002, -13.999999999999604, -2.140000000000051, -16.699999999999925]"
284,6,"[-7.500000000000004, 11.64000000000002, -13.979999999999603, -2.060000000000051, -16.779999999999923]"
285,6,"[-7.500000000000004, 11.840000000000021, -13.9199999999996, -1.9200000000000514, -16.799999999999923]"
286,7,"[-7.700000000000005, 10.840000000000021, -14.3799999999996, -2.8800000000000514, -17.13999999999992]"
287,5,"[-7.500000000000004, 11.96000000000002, -13.759999999999598, -2.520000000000052, -17.179999999999918]"
288,6,"[-7.500000000000004, 12.160000000000021, -13.699999999999596, -2.3800000000000523, -17.199999999999918]"
289,7,"[-7.700000000000005, 11.640000000000022, -13.959999999999594, -2.3400000000000527, -17.199999999999914]"
290,6,"[-7.700000000000005, 11.70000000000002, -13.999999999999593, -2.3800000000000527, -17.299999999999912]"
291,6,"[-7.700000000000005, 11.76000000000002, -14.039999999999592, -2.4200000000000528, -17.39999999999991]"
292,6,"[-7.700000000000005, 11.920000000000018, -13.95999999999959, -2.2800000000000527, -17.379999999999907]"
293,6,"[-7.700000000000005, 12.120000000000019, -13.899999999999588, -2.140000000000053, -17.399999999999906]"
294,7,"[-7.900000000000005, 11.60000000000002, -14.159999999999586, -2.100000000000053, -17.399999999999903]"
295,6,"[-7.900000000000005, 11.660000000000018, -14.199999999999585, -2.140000000000053, -17.4999999999999]"
296,6,"[-7.900000000000005, 11.820000000000016, -14.119999999999584, -2.000000000000053, -17.479999999999897]"
297,6,"[-7.900000000000005, 12.020000000000017, -14.059999999999581, -1.8600000000000532, -17.499999999999897]"
298,7,"[-8.100000000000005, 10.680000000000017, -14.55999999999958, -3.060000000000054, -17.919999999999895]"
299,5,"[-7.900000000000005, 12.040000000000017, -13.759999999999577, -2.480000000000054, -17.819999999999894]"
300,6,"[-7.900000000000005, 12.180000000000016, -13.739999999999576, -2.4000000000000545, -17.899999999999892]"
301,7,"[-8.100000000000005, 11.660000000000014, -13.999999999999572, -2.360000000000055, -17.89999999999989]"
302,6,"[-8.100000000000005, 11.820000000000013, -13.91999999999957, -2.220000000000055, -17.879999999999885]"
303,6,"[-8.100000000000005, 11.880000000000013, -13.95999999999957, -2.260000000000055, -17.979999999999883]"
304,6,"[-8.100000000000005, 12.040000000000012, -13.879999999999567, -2.1200000000000547, -17.95999999999988]"
305,6,"[-8.100000000000005, 12.240000000000013, -13.819999999999565, -1.980000000000055, -17.97999999999988]"
306,7,"[-8.300000000000004, 11.720000000000013, -14.079999999999563, -1.9400000000000548, -17.979999999999876]"
307,6,"[-8.300000000000004, 11.780000000000012, -14.119999999999562, -1.980000000000055, -18.079999999999874]"
308,6,"[-8.300000000000004, 11.84000000000001, -14.159999999999561, -2.020000000000055, -18.179999999999872]"
309,6,"[-8.300000000000004, 12.000000000000009, -14.07999999999956, -1.880000000000055, -18.15999999999987]"
310,6,"[-8.300000000000004, 12.20000000000001, -14.019999999999557, -1.7400000000000553, -18.17999999999987]"
311,7,"[-8.500000000000004, 11.68000000000001, -14.279999999999555, -1.7000000000000555, -18.179999999999865]"
312,6,"[-8.500000000000004, 11.840000000000009, -14.219999999999553, -1.5800000000000556, -18.139999999999862]"
313,6,"[-8.500000000000004, 12.04000000000001, -14.15999999999955, -1.440000000000056, -18.15999999999986]"
314,7,"[-8.700000000000003, 11.04000000000001, -14.619999999999548, -2.4000000000000563, -18.499999999999858]"
315,5,"[-8.500000000000004, 12.180000000000009, -13.939999999999545, -1.9800000000000564, -18.439999999999856]"
316,6,"[-8.500000000000004, 12.38000000000001, -13.879999999999542, -1.8400000000000567, -18.459999999999855]"
317,7,"[-8.700000000000003, 11.86000000000001, -14.13999999999954, -1.8000000000000569, -18.45999999999985]"
318,6,"[-8.700000000000003, 11.920000000000009, -14.17999999999954, -1.8400000000000571, -18.55999999999985]"
319,6,"[-8.700000000000003, 12.080000000000007, -14.099999999999538, -1.700000000000057, -18.539999999999846]"
320,6,"[-8.700000000000003, 12.280000000000008, -14.039999999999536, -1.5600000000000573, -18.559999999999846]"
321,7,"[-8.900000000000002, 11.760000000000009, -14.299999999999534, -1.5200000000000575, -18.559999999999842]"
322,6,"[-8.900000000000002, 11.820000000000007, -14.359999999999532, -1.5800000000000578, -18.63999999999984]"
323,6,"[-8.900000000000002, 11.980000000000006, -14.29999999999953, -1.460000000000058, -18.599999999999838]"
324,6,"[-8.900000000000002, 12.180000000000007, -14.239999999999528, -1.3200000000000582, -18.619999999999838]"
325,7,"[-9.100000000000001, 11.180000000000007, -14.699999999999525, -2.2800000000000584, -18.959999999999834]"
326,5,"[-8.900000000000002, 12.320000000000006, -14.019999999999522, -1.8600000000000585, -18.89999999999983]"
327,6,"[-8.900000000000002, 12.520000000000007, -13.95999999999952, -1.7200000000000588, -18.91999999999983]"
328,7,"[-9.100000000000001, 12.000000000000007, -14.219999999999517, -1.6800000000000586, -18.919999999999828]"
329,6,"[-9.100000000000001, 12.160000000000005, -14.139999999999516, -1.5400000000000587, -18.899999999999824]"
330,6,"[-9.100000000000001, 12.360000000000007, -14.079999999999513, -1.400000000000059, -18.919999999999824]"
331,7,"[-9.3, 11.840000000000007, -14.339999999999511, -1.3600000000000592, -18.91999999999982]"
332,6,"[-9.3, 11.900000000000006, -14.37999999999951, -1.4000000000000594, -19.01999999999982]"
333,6,"[-9.3, 11.960000000000004, -14.41999999999951, -1.4400000000000597, -19.119999999999816]"
334,6,"[-9.3, 12.120000000000003, -14.339999999999508, -1.3000000000000598, -19.099999999999813]"
335,6,"[-9.3, 12.320000000000004, -14.279999999999506, -1.16000000000006, -19.119999999999813]"
336,7,"[-9.5, 11.320000000000004, -14.739999999999503, -2.1200000000000605, -19.45999999999981]"
337,5,"[-9.3, 12.460000000000003, -14.0599999999995, -1.7000000000000606, -19.399999999999807]"
338,7,"[-9.5, 11.940000000000001, -14.319999999999498, -1.6600000000000608, -19.399999999999803]"
339,6,"[-9.5, 12.1, -14.259999999999495, -1.5400000000000609, -19.3599999999998]"
340,6,"[-9.5, 12.26, -14.179999999999493, -1.400000000000061, -19.339999999999797]"
341,6,"[-9.5, 12.46, -14.119999999999491, -1.2600000000000613, -19.359999999999797]"
342,7,"[-9.7, 11.940000000000001, -14.37999999999949, -1.2200000000000615, -19.359999999999793]"
343,6,"[-9.7, 12.0, -14.419999999999488, -1.2600000000000617, -19.45999999999979]"
344,6,"[-9.7, 12.159999999999998, -14.339999999999486, -1.1200000000000618, -19.439999999999788]"
345,7,"[-9.899999999999999, 10.82, -14.839999999999485, -2.3200000000000625, -19.859999999999786]"
346,5,"[-9.7, 12.18, -14.039999999999482, -1.7400000000000626, -19.759999999999785]"
347,6,"[-9.7, 12.339999999999998, -13.95999999999948, -1.6000000000000627, -19.73999999999978]"
348,6,"[-9.7, 12.54, -13.899999999999478, -1.460000000000063, -19.75999999999978]"
349,7,"[-9.899999999999999, 12.02, -14.159999999999476, -1.4200000000000632, -19.759999999999778]"
350,6,"[-9.899999999999999, 12.179999999999998, -14.079999999999474, -1.2800000000000633, -19.739999999999775]"
351,6,"[-9.899999999999999, 12.379999999999999, -14.019999999999472, -1.1400000000000636, -19.759999999999774]"
352,7,"[-10.099999999999998, 11.379999999999999, -14.39999999999947, -2.000000000000064, -20.079999999999774]"
353,5,"[-9.899999999999999, 12.499999999999998, -13.779999999999468, -1.6400000000000643, -20.119999999999774]"
354,7,"[-10.099999999999998, 11.979999999999997, -14.039999999999464, -1.6000000000000647, -20.11999999999977]"
355,6,"[-10.099999999999998, 12.139999999999995, -13.959999999999463, -1.4600000000000648, -20.099999999999767]"
356,6,"[-10.099999999999998, 12.299999999999995, -13.87999999999946, -1.320000000000065, -20.079999999999764]"
357,6,"[-10.099999999999998, 12.499999999999996, -13.819999999999458, -1.1800000000000652, -20.099999999999763]"
358,7,"[-10.299999999999997, 11.979999999999997, -14.079999999999457, -1.1400000000000654, -20.09999999999976]"
359,6,"[-10.299999999999997, 12.139999999999995, -13.999999999999455, -1.0000000000000655, -20.079999999999757]"
360,6,"[-10.299999999999997, 12.339999999999996, -13.939999999999452, -0.8600000000000658, -20.099999999999756]"
361,7,"[-10.499999999999996, 11.079999999999995, -14.45999999999945, -1.9800000000000662, -20.479999999999755]"
362,5,"[-10.299999999999997, 12.219999999999994, -13.779999999999449, -1.5600000000000662, -20.419999999999753]"
363,6,"[-10.299999999999997, 12.379999999999994, -13.699999999999447, -1.4200000000000663, -20.39999999999975]"
364,6,"[-10.299999999999997, 12.579999999999995, -13.639999999999445, -1.2800000000000666, -20.41999999999975]"
365,7,"[-10.499999999999996, 12.019999999999996, -13.99999999999944, -1.2400000000000668, -20.419999999999746]"
366,6,"[-10.499999999999996, 12.179999999999994, -13.919999999999439, -1.100000000000067, -20.399999999999743]"
367,6,"[-10.499999999999996, 12.319999999999995, -13.899999999999437, -1.020000000000067, -20.47999999999974]"
368,7,"[-10.699999999999996, 10.979999999999997, -14.399999999999435, -2.2200000000000673, -20.89999999999974]"
369,5,"[-10.499999999999996, 12.339999999999996, -13.599999999999435, -1.6400000000000674, -20.799999999999738]"
370,6,"[-10.499999999999996, 12.499999999999995, -13.519999999999433, -1.5000000000000675, -20.779999999999735]"
371,7,"[-10.699999999999996, 11.979999999999993, -13.779999999999431, -1.4600000000000677, -20.77999999999973]"
372,6,"[-10.699999999999996, 12.139999999999992, -13.699999999999429, -1.3200000000000678, -20.759999999999728]"
373,6,"[-10.699999999999996, 12.299999999999992, -13.619999999999427, -1.1800000000000679, -20.739999999999725]"
374,6,"[-10.699999999999996, 12.499999999999993, -13.559999999999425, -1.0400000000000682, -20.759999999999724]"
375,7,"[-10.899999999999995, 11.979999999999993, -13.819999999999423, -1.0000000000000684, -20.75999999999972]"
376,6,"[-10.899999999999995, 12.139999999999992, -13.739999999999421, -0.8600000000000685, -20.739999999999718]"
377,6,"[-10.899999999999995, 12.339999999999993, -13.679999999999419, -0.7200000000000688, -20.759999999999717]"
378,7,"[-11.099999999999994, 11.079999999999991, -14.199999999999417, -1.8400000000000691, -21.139999999999716]"
379,5,"[-10.899999999999995, 12.21999999999999, -13.519999999999415, -1.4200000000000692, -21.079999999999714]"
380,6,"[-10.899999999999995, 12.37999999999999, -13.439999999999413, -1.2800000000000693, -21.05999999999971]"
381,6,"[-10.899999999999995, 12.579999999999991, -13.379999999999411, -1.1400000000000696, -21.07999999999971]"
382,7,"[-11.099999999999994, 12.019999999999992, -13.739999999999407, -1.1000000000000698, -21.079999999999707]"
383,6,"[-11.099999999999994, 12.17999999999999, -13.659999999999405, -0.9600000000000699, -21.059999999999704]"
384,6,"[-11.099999999999994, 12.339999999999991, -13.579999999999403, -0.82000000000007, -21.0399999999997]"
385,7,"[-11.299999999999994, 10.999999999999993, -14.079999999999401, -2.0200000000000706, -21.4599999999997]"
386,5,"[-11.099999999999994, 12.359999999999992, -13.279999999999399, -1.4400000000000708, -21.359999999999697]"
387,6,"[-11.099999999999994, 12.51999999999999, -13.199999999999397, -1.3000000000000709, -21.339999999999694]"
388,7,"[-11.299999999999994, 11.95999999999999, -13.559999999999393, -1.2600000000000708, -21.33999999999969]"
389,6,"[-11.299999999999994, 12.119999999999989, -13.479999999999391, -1.120000000000071, -21.319999999999688]"
390,6,"[-11.299999999999994, 12.279999999999989, -13.39999999999939, -0.980000000000071, -21.299999999999685]"
391,6,"[-11.299999999999994, 12.47999999999999, -13.339999999999387, -0.8400000000000714, -21.319999999999684]"
392,7,"[-11.499999999999993, 11.09999999999999, -13.939999999999385, -2.040000000000072, -21.739999999999682]"
393,5,"[-11.299999999999994, 12.45999999999999, -13.139999999999384, -1.4600000000000721, -21.63999999999968]"
394,6,"[-11.299999999999994, 12.619999999999989, -13.059999999999382, -1.3200000000000722, -21.619999999999678]"
395,7,"[-11.499999999999993, 12.059999999999988, -13.419999999999378, -1.2800000000000722, -21.619999999999674]"
396,6,"[-11.499999999999993, 12.219999999999986, -13.339999999999376, -1.1400000000000723, -21.59999999999967]"
397,6,"[-11.499999999999993, 12.379999999999987, -13.259999999999375, -1.0000000000000724, -21.579999999999668]"
398,6,"[-11.499999999999993, 12.579999999999988, -13.199999999999372, -0.8600000000000727, -21.599999999999667]"
399,7,"[-11.699999999999992, 12.019999999999989, -13.559999999999368, -0.8200000000000727, -21.599999999999664]"
400,6,"[-11.699999999999992, 12.179999999999987, -13.479999999999366, -0.6800000000000728, -21.57999999999966]"
401,6,"[-11.699999999999992, 12.379999999999988, -13.419999999999364, -0.5400000000000731, -21.59999999999966]"
402,7,"[-11.899999999999991, 11.039999999999988, -13.919999999999362, -1.7400000000000735, -22.01999999999966]"
403,5,"[-11.699999999999992, 12.399999999999988, -13.11999999999936, -1.1600000000000734, -21.919999999999657]"
404,6,"[-11.699999999999992, 12.559999999999986, -13.039999999999358, -1.0200000000000735, -21.899999999999654]"
405,7,"[-11.899999999999991, 11.999999999999986, -13.399999999999354, -0.9800000000000737, -21.89999999999965]"
406,6,"[-11.899999999999991, 12.159999999999984, -13.319999999999352, -0.8400000000000738, -21.879999999999647]"
407,6,"[-11.899999999999991, 12.319999999999984, -13.23999999999935, -0.7000000000000739, -21.859999999999644]"
408,7,"[-12.09999999999999, 10.979999999999986, -13.739999999999348, -1.9000000000000743, -22.279999999999642]"
409,5,"[-11.899999999999991, 12.339999999999986, -12.939999999999346, -1.3200000000000744, -22.17999999999964]"
410,6,"[-11.899999999999991, 12.499999999999984, -12.859999999999344, -1.1800000000000745, -22.159999999999638]"
411,6,"[-11.899999999999991, 12.619999999999985, -12.87999999999934, -1.0400000000000746, -22.139999999999635]"
412,7,"[-12.09999999999999, 12.059999999999985, -13.239999999999336, -1.0000000000000746, -22.13999999999963]"
413,6,"[-12.09999999999999, 12.219999999999983, -13.159999999999334, -0.8600000000000747, -22.119999999999628]"
414,6,"[-12.09999999999999, 12.379999999999983, -13.079999999999332, -0.7200000000000748, -22.099999999999625]"
415,7,"[-12.29999999999999, 11.039999999999985, -13.57999999999933, -1.9200000000000752, -22.519999999999623]"
416,5,"[-12.09999999999999, 12.399999999999984, -12.779999999999328, -1.3400000000000754, -22.41999999999962]"
417,6,"[-12.09999999999999, 12.519999999999984, -12.799999999999324, -1.2000000000000755, -22.39999999999962]"
418,6,"[-12.09999999999999, 12.639999999999985, -12.81999999999932, -1.0600000000000755, -22.379999999999615]"
419,7,"[-12.29999999999999, 12.079999999999984, -13.179999999999316, -1.0200000000000755, -22.37999999999961]"
420,6,"[-12.29999999999999, 12.239999999999982, -13.099999999999314, -0.8800000000000756, -22.35999999999961]"
421,6,"[-12.29999999999999, 12.399999999999983, -13.019999999999312, -0.7400000000000757, -22.339999999999606]"
422,7,"[-12.49999999999999, 11.159999999999984, -13.55999999999931, -1.760000000000076, -22.679999999999605]"
423,5,"[-12.29999999999999, 12.519999999999985, -12.759999999999307, -1.180000000000076, -22.579999999999604]"
424,6,"[-12.29999999999999, 12.639999999999985, -12.779999999999303, -1.0400000000000762, -22.5599999999996]"
425,7,"[-12.49999999999999, 12.079999999999984, -13.139999999999299, -1.0000000000000764, -22.559999999999597]"
426,6,"[-12.49999999999999, 12.239999999999982, -13.059999999999297, -0.8600000000000765, -22.539999999999594]"
427,6,"[-12.49999999999999, 12.399999999999983, -12.979999999999295, -0.7200000000000766, -22.51999999999959]"
428,7,"[-12.699999999999989, 11.159999999999984, -13.519999999999293, -1.7400000000000768, -22.85999999999959]"
429,5,"[-12.49999999999999, 12.519999999999985, -12.71999999999929, -1.160000000000077, -22.75999999999959]"
430,6,"[-12.49999999999999, 12.639999999999985, -12.739999999999286, -1.020000000000077, -22.739999999999586]"
431,7,"[-12.699999999999989, 12.079999999999984, -13.099999999999282, -0.9800000000000773, -22.739999999999583]"
432,6,"[-12.699999999999989, 12.239999999999982, -13.01999999999928, -0.8400000000000774, -22.71999999999958]"
433,6,"[-12.699999999999989, 12.399999999999983, -12.939999999999278, -0.7000000000000774, -22.699999999999577]"
434,6,"[-12.699999999999989, 12.599999999999984, -12.879999999999276, -0.5600000000000778, -22.719999999999576]"
435,7,"[-12.899999999999988, 12.039999999999985, -13.239999999999272, -0.5200000000000777, -22.719999999999573]"
436,6,"[-12.899999999999988, 12.199999999999983, -13.15999999999927, -0.38000000000007783, -22.69999999999957]"
437,6,"[-12.899999999999988, 12.359999999999983, -13.079999999999268, -0.24000000000007793, -22.679999999999566]"
438,7,"[-13.099999999999987, 11.019999999999985, -13.579999999999266, -1.4400000000000783, -23.099999999999564]"
439,5,"[-12.899999999999988, 12.379999999999985, -12.779999999999264, -0.8600000000000785, -22.999999999999563]"
440,6,"[-12.899999999999988, 12.539999999999983, -12.699999999999262, -0.7200000000000786, -22.97999999999956]"
441,7,"[-13.099999999999987, 11.259999999999986, -13.33999999999926, -1.7400000000000788, -23.31999999999956]"
442,5,"[-12.899999999999988, 12.619999999999987, -12.539999999999258, -1.1600000000000787, -23.21999999999956]"
443,6,"[-12.899999999999988, 12.739999999999986, -12.559999999999254, -1.0200000000000788, -23.199999999999555]"
444,7,"[-13.099999999999987, 12.179999999999986, -12.91999999999925, -0.980000000000079, -23.19999999999955]"
445,6,"[-13.099999999999987, 12.339999999999984, -12.839999999999248, -0.8400000000000791, -23.17999999999955]"
446,6,"[-13.099999999999987, 12.499999999999984, -12.759999999999247, -0.7000000000000792, -23.159999999999545]"
447,6,"[-13.099999999999987, 12.619999999999985, -12.779999999999243, -0.5600000000000793, -23.139999999999542]"
448,7,"[-13.299999999999986, 11.239999999999988, -13.37999999999924, -1.7600000000000797, -23.55999999999954]"
449,5,"[-13.099999999999987, 12.599999999999987, -12.57999999999924, -1.1800000000000797, -23.45999999999954]"
450,6,"[-13.099999999999987, 12.719999999999986, -12.599999999999236, -1.0400000000000797, -23.439999999999536]"
451,7,"[-13.299999999999986, 12.059999999999986, -12.959999999999232, -1.1400000000000798, -23.439999999999532]"
452,6,"[-13.299999999999986, 12.439999999999987, -12.759999999999229, -0.8400000000000798, -23.37999999999953]"
453,6,"[-13.299999999999986, 12.599999999999985, -12.679999999999227, -0.7000000000000799, -23.359999999999527]"
454,6,"[-13.299999999999986, 12.719999999999986, -12.699999999999223, -0.56000000000008, -23.339999999999524]"
455,7,"[-13.499999999999986, 12.159999999999986, -13.059999999999219, -0.52000000000008, -23.33999999999952]"
456,6,"[-13.499999999999986, 12.319999999999984, -12.979999999999217, -0.38000000000008005, -23.319999999999517]"
457,6,"[-13.499999999999986, 12.479999999999984, -12.899999999999215, -0.24000000000008015, -23.299999999999514]"
458,7,"[-13.699999999999985, 11.099999999999987, -13.499999999999213, -1.4400000000000805, -23.719999999999512]"
459,5,"[-13.499999999999986, 12.459999999999987, -12.699999999999212, -0.8600000000000807, -23.61999999999951]"
460,6,"[-13.499999999999986, 12.619999999999985, -12.61999999999921, -0.7200000000000808, -23.599999999999508]"
461,6,"[-13.499999999999986, 12.739999999999986, -12.639999999999207, -0.5800000000000809, -23.579999999999504]"
462,7,"[-13.699999999999985, 12.179999999999986, -12.999999999999202, -0.5400000000000809, -23.5799999999995]"
463,6,"[-13.699999999999985, 12.339999999999984, -12.9199999999992, -0.40000000000008096, -23.559999999999498]"
464,6,"[-13.699999999999985, 12.499999999999984, -12.839999999999199, -0.26000000000008106, -23.539999999999495]"
465,7,"[-13.899999999999984, 11.179999999999986, -13.459999999999194, -1.2800000000000809, -23.839999999999492]"
466,5,"[-13.699999999999985, 12.539999999999985, -12.659999999999192, -0.700000000000081, -23.73999999999949]"
467,6,"[-13.699999999999985, 12.659999999999984, -12.679999999999188, -0.5600000000000811, -23.719999999999487]"
468,6,"[-13.699999999999985, 12.779999999999985, -12.699999999999184, -0.4200000000000812, -23.699999999999484]"
469,7,"[-13.899999999999984, 12.219999999999985, -13.05999999999918, -0.38000000000008116, -23.69999999999948]"
470,6,"[-13.899999999999984, 12.379999999999983, -12.979999999999178, -0.24000000000008126, -23.679999999999477]"
471,6,"[-13.899999999999984, 12.539999999999983, -12.899999999999176, -0.10000000000008136, -23.659999999999474]"
472,7,"[-14.099999999999984, 11.159999999999986, -13.499999999999174, -1.3000000000000818, -24.079999999999472]"
473,5,"[-13.899999999999984, 12.519999999999985, -12.699999999999173, -0.7200000000000819, -23.97999999999947]"
474,6,"[-13.899999999999984, 12.679999999999984, -12.619999999999171, -0.580000000000082, -23.959999999999468]"
475,6,"[-13.899999999999984, 12.799999999999985, -12.639999999999167, -0.4400000000000821, -23.939999999999465]"
476,7,"[-14.099999999999984, 12.239999999999984, -12.999999999999163, -0.40000000000008207, -23.93999999999946]"
477,6,"[-14.099999999999984, 12.399999999999983, -12.919999999999161, -0.26000000000008217, -23.919999999999458]"
478,6,"[-14.099999999999984, 12.559999999999983, -12.83999999999916, -0.12000000000008226, -23.899999999999455]"
479,7,"[-14.299999999999983, 11.239999999999984, -13.459999999999155, -1.140000000000082, -24.199999999999452]"
480,5,"[-14.099999999999984, 12.599999999999984, -12.659999999999153, -0.5600000000000822, -24.09999999999945]"
481,6,"[-14.099999999999984, 12.719999999999983, -12.679999999999149, -0.4200000000000823, -24.079999999999448]"
482,7,"[-14.299999999999983, 11.399999999999984, -13.299999999999145, -1.4400000000000823, -24.379999999999445]"
483,5,"[-14.099999999999984, 12.759999999999984, -12.499999999999142, -0.8600000000000825, -24.279999999999443]"
484,6,"[-14.099999999999984, 12.879999999999983, -12.519999999999138, -0.7200000000000826, -24.25999999999944]"
485,7,"[-14.299999999999983, 12.219999999999983, -12.879999999999134, -0.8200000000000827, -24.259999999999437]"
486,6,"[-14.299999999999983, 12.599999999999984, -12.679999999999131, -0.5200000000000826, -24.199999999999434]"
487,6,"[-14.299999999999983, 12.719999999999983, -12.699999999999127, -0.3800000000000827, -24.17999999999943]"
488,6,"[-14.299999999999983, 12.839999999999984, -12.719999999999123, -0.2400000000000828, -24.159999999999428]"
489,7,"[-14.499999999999982, 11.459999999999987, -13.319999999999121, -1.4400000000000832, -24.579999999999426]"
490,5,"[-14.299999999999983, 12.819999999999986, -12.51999999999912, -0.8600000000000834, -24.479999999999425]"
491,6,"[-14.299999999999983, 12.939999999999985, -12.539999999999116, -0.7200000000000835, -24.45999999999942]"
492,7,"[-14.499999999999982, 12.279999999999985, -12.899999999999112, -0.8200000000000836, -24.459999999999418]"
493,6,"[-14.499999999999982, 12.659999999999986, -12.69999999999911, -0.5200000000000835, -24.399999999999416]"
494,6,"[-14.499999999999982, 12.779999999999985, -12.719999999999105, -0.3800000000000836, -24.379999999999413]"
495,6,"[-14.499999999999982, 12.899999999999986, -12.739999999999101, -0.2400000000000837, -24.35999999999941]"
496,7,"[-14.699999999999982, 11.519999999999989, -13.3399999999991, -1.440000000000084, -24.779999999999408]"
497,5,"[-14.499999999999982, 12.879999999999988, -12.539999999999099, -0.8600000000000843, -24.679999999999406]"
498,6,"[-14.499999999999982, 12.999999999999988, -12.559999999999095, -0.7200000000000844, -24.659999999999403]"
499,7,"[-14.699999999999982, 12.339999999999987, -12.91999999999909, -0.8200000000000844, -24.6599999999994]"
500,6,"[-14.699999999999982, 12.719999999999988, -12.719999999999088, -0.5200000000000844, -24.599999999999397]"
501,6,"[-14.699999999999982, 12.839999999999987, -12.739999999999084, -0.3800000000000845, -24.579999999999394]"
502,6,"[-14.699999999999982, 12.959999999999988, -12.75999999999908, -0.2400000000000846, -24.55999999999939]"
503,7,"[-14.89999999999998, 11.579999999999991, -13.359999999999078, -1.440000000000085, -24.97999999999939]"
504,5,"[-14.699999999999982, 12.93999999999999, -12.559999999999077, -0.8600000000000851, -24.879999999999388]"
505,6,"[-14.699999999999982, 13.05999999999999, -12.579999999999073, -0.7200000000000852, -24.859999999999385]"
506,6,"[-14.699999999999982, 13.17999999999999, -12.599999999999069, -0.5800000000000853, -24.83999999999938]"
507,7,"[-14.89999999999998, 12.61999999999999, -12.959999999999065, -0.5400000000000853, -24.839999999999378]"
508,6,"[-14.89999999999998, 12.779999999999989, -12.879999999999063, -0.4000000000000854, -24.819999999999375]"
509,6,"[-14.89999999999998, 12.939999999999989, -12.799999999999061, -0.2600000000000855, -24.799999999999372]"
510,7,"[-15.09999999999998, 11.61999999999999, -13.419999999999057, -1.2800000000000853, -25.09999999999937]"
511,5,"[-14.89999999999998, 12.97999999999999, -12.619999999999054, -0.7000000000000854, -24.999999999999368]"
512,6,"[-14.89999999999998, 13.099999999999989, -12.63999999999905, -0.5600000000000855, -24.979999999999364]"
513,6,"[-14.89999999999998, 13.21999999999999, -12.659999999999046, -0.42000000000008564, -24.95999999999936]"
514,7,"[-15.09999999999998, 12.65999999999999, -13.019999999999042, -0.3800000000000856, -24.959999999999358]"
